evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
62 km al NO de Lebu,-37.260 ,-74.209,2024-09-24,19:18:36,2024-09-24,22:18:36,32,km,3.9,Ml
28 km al SE de Calama,-22.678 ,-68.768,2024-09-24,13:56:28,2024-09-24,16:56:28,143,km,3.6,Ml
59 km al NE de Pozo Almonte,-19.948 ,-69.331,2024-09-24,11:59:59,2024-09-24,14:59:59,89,km,2.5,Ml
70 km al NO de ChaÃ±aral,-25.935 ,-71.154,2024-09-24,11:24:24,2024-09-24,14:24:24,50,km,5.2,Mw
39 km al NO de Socaire,-23.269 ,-68.033,2024-09-24,08:33:36,2024-09-24,11:33:36,166,km,3.0,Ml
30 km al SO de Pichidangui,-32.310 ,-71.776,2024-09-24,07:50:01,2024-09-24,10:50:01,24,km,3.2,Ml
36 km al NO de MarÃ­a Elena,-22.062 ,-69.833,2024-09-24,07:36:29,2024-09-24,10:36:29,53,km,2.5,Ml
35 km al E de Petorca,-32.299 ,-70.560,2024-09-24,06:17:54,2024-09-24,09:17:54,98,km,3.0,Ml
10 km al NE de Canela Baja,-31.326 ,-71.394,2024-09-24,06:03:26,2024-09-24,09:03:26,52,km,2.9,Ml
34 km al N de Punta de Choros,-28.941 ,-71.438,2024-09-24,05:55:41,2024-09-24,08:55:41,30,km,2.7,Ml
3 km al SE de Alto del Carmen,-28.781 ,-70.474,2024-09-24,05:00:53,2024-09-24,08:00:53,82,km,2.5,Ml
37 km al SO de San Pedro de Atacama,-23.233 ,-68.334,2024-09-24,04:14:48,2024-09-24,07:14:48,152,km,2.9,Ml
70 km al O de San Antonio de los Cobres,-24.216 ,-67.007,2024-09-24,04:12:11,2024-09-24,07:12:11,214,km,3.4,Ml
60 km al SE de Socaire,-23.998 ,-67.508,2024-09-24,03:06:54,2024-09-24,06:06:54,232,km,2.7,Ml
57 km al S de Socaire,-24.072 ,-67.715,2024-09-24,02:47:00,2024-09-24,05:47:00,225,km,3.7,Ml
20 km al O de La Ligua,-32.397 ,-71.434,2024-09-24,02:29:11,2024-09-24,05:29:11,53,km,2.6,Ml
