evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
3 km al NE de Calama,-22.459 ,-68.906,2024-09-12,20:51:27,2024-09-12,23:51:27,132,km,4.2,Ml
16 km al S de Calama,-22.603 ,-68.979,2024-09-12,20:02:46,2024-09-12,23:02:46,126,km,2.6,Ml
5 km al SE de Calama,-22.489 ,-68.891,2024-09-12,14:23:54,2024-09-12,17:23:54,118,km,2.6,Ml
34 km al SE de Socaire,-23.724 ,-67.592,2024-09-12,13:39:18,2024-09-12,16:39:18,184,km,3.2,Ml
44 km al O de OllagÃ¼e,-21.238 ,-68.676,2024-09-12,12:07:44,2024-09-12,15:07:44,114,km,3.0,Ml
39 km al N de Carrizal Bajo,-27.736 ,-71.230,2024-09-12,09:47:09,2024-09-12,12:47:09,51,km,2.6,Ml
41 km al O de Mina Collahuasi,-20.793 ,-69.055,2024-09-12,08:51:28,2024-09-12,11:51:28,84,km,2.8,Ml
65 km al NE de Quillagua,-21.310 ,-69.032,2024-09-12,07:09:57,2024-09-12,10:09:57,89,km,3.0,Ml
50 km al SO de OllagÃ¼e,-21.619 ,-68.489,2024-09-12,02:40:21,2024-09-12,05:40:21,120,km,3.4,Ml
78 km al NE de Calama,-21.898 ,-68.486,2024-09-12,01:58:54,2024-09-12,04:58:54,118,km,2.9,Ml
16 km al N de Tongoy,-30.109 ,-71.488,2024-09-11,21:05:16,2024-09-12,00:05:16,34,km,2.7,Ml
