evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
19 km al N de Mejillones,-22.939 ,-70.385,2024-09-05,19:51:43,2024-09-05,23:51:43,43,km,3.0,Ml
83 km al SE de Alto del Carmen,-29.351 ,-69.963,2024-09-05,19:27:47,2024-09-05,23:27:47,103,km,2.9,Ml
54 km al S de Mina Collahuasi,-21.287 ,-68.833,2024-09-05,14:58:53,2024-09-05,18:58:53,121,km,2.5,Ml
33 km al N de Los Andes,-32.536 ,-70.650,2024-09-05,14:54:47,2024-09-05,18:54:47,105,km,2.5,Ml
17 km al NE de CuricÃ³,-34.874 ,-71.117,2024-09-05,14:21:18,2024-09-05,18:21:18,30,km,3.0,Ml
71 km al SO de OllagÃ¼e,-21.797 ,-68.549,2024-09-05,13:58:05,2024-09-05,17:58:05,132,km,3.0,Ml
23 km al SO de CuricÃ³,-35.099 ,-71.449,2024-09-05,13:40:20,2024-09-05,17:40:20,93,km,2.8,Ml
40 km al SO de OllagÃ¼e,-21.503 ,-68.498,2024-09-05,13:00:29,2024-09-05,17:00:29,132,km,2.9,Ml
47 km al S de Mina Collahuasi,-21.243 ,-68.732,2024-09-05,11:11:20,2024-09-05,15:11:20,118,km,3.3,Ml
36 km al SO de Pichidangui,-32.368 ,-71.803,2024-09-05,08:41:27,2024-09-05,12:41:27,39,km,2.7,Ml
90 km al O de Arica,-18.563 ,-71.173,2024-09-05,08:40:27,2024-09-05,12:40:27,49,km,2.6,Ml
36 km al O de ValparaÃ­so,-33.097 ,-71.992,2024-09-05,08:03:33,2024-09-05,12:03:33,28,km,3.1,Ml
75 km al NE de San Pedro de Atacama,-22.424 ,-67.703,2024-09-05,07:42:37,2024-09-05,11:42:37,205,km,3.3,Ml
44 km al NO de Parque Fray Jorge,-30.408 ,-72.039,2024-09-05,07:24:28,2024-09-05,11:24:28,31,km,3.2,Ml
114 km al E de Colchane,-19.101 ,-67.565,2024-09-05,06:38:26,2024-09-05,10:38:26,239,km,5.6,Mww
35 km al O de Pichidangui,-32.033 ,-71.878,2024-09-05,03:23:18,2024-09-05,07:23:18,17,km,4.3,Ml
88 km al E de San Pedro de Atacama,-22.668 ,-67.385,2024-09-05,02:07:31,2024-09-05,06:07:31,243,km,2.8,Ml
35 km al S de Mina La Escondida,-24.573 ,-69.127,2024-09-05,02:00:51,2024-09-05,06:00:51,110,km,3.2,Ml
56 km al O de QuellÃ³n,-43.140 ,-74.311,2024-09-05,00:13:22,2024-09-05,04:13:22,10,km,2.6,Ml
50 km al SE de CamiÃ±a,-19.701 ,-69.187,2024-09-05,00:09:51,2024-09-05,04:09:51,105,km,2.7,Ml
32 km al SE de Rancagua,-34.428 ,-70.579,2024-09-04,23:29:11,2024-09-05,03:29:11,112,km,2.5,Ml
45 km al NO de Quintero,-32.495 ,-71.878,2024-09-04,22:48:07,2024-09-05,02:48:07,32,km,2.7,Ml
52 km al N de CamiÃ±a,-18.865 ,-69.276,2024-09-04,21:46:40,2024-09-05,01:46:40,108,km,2.5,Ml
57 km al SO de OllagÃ¼e,-21.690 ,-68.479,2024-09-04,20:13:26,2024-09-05,00:13:26,122,km,2.9,Ml
