evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
44 km al O de Mina Collahuasi,-20.901 ,-69.078,2024-09-29,16:31:56,2024-09-29,19:31:56,98,km,2.8,Ml
28 km al N de Caleta El Cobre,-24.000 ,-70.550,2024-09-29,15:56:07,2024-09-29,18:56:07,220,km,2.8,Ml
36 km al NO de Quintero,-32.492 ,-71.720,2024-09-29,15:03:13,2024-09-29,18:03:13,15,km,4.0,Ml
31 km al SE de CombarbalÃ¡,-31.313 ,-70.719,2024-09-29,14:36:21,2024-09-29,17:36:21,105,km,2.9,Ml
31 km al SE de CamiÃ±a,-19.547 ,-69.260,2024-09-29,07:56:29,2024-09-29,10:56:29,98,km,2.9,Ml
6 km al NE de Calama,-22.432 ,-68.893,2024-09-29,07:39:19,2024-09-29,10:39:19,128,km,2.9,Ml
46 km al SO de Mina Collahuasi,-21.097 ,-68.989,2024-09-29,05:39:06,2024-09-29,08:39:06,114,km,2.5,Ml
33 km al O de Colina,-33.332 ,-70.999,2024-09-29,05:27:33,2024-09-29,08:27:33,69,km,2.7,Ml
45 km al SO de Mina Collahuasi,-21.160 ,-68.900,2024-09-29,05:15:49,2024-09-29,08:15:49,118,km,3.4,Ml
46 km al E de Carrizal Bajo,-27.963 ,-70.700,2024-09-29,03:41:56,2024-09-29,06:41:56,65,km,3.2,Ml
78 km al SE de Socaire,-24.061 ,-67.316,2024-09-29,03:31:30,2024-09-29,06:31:30,199,km,3.0,Ml
50 km al O de OllagÃ¼e,-21.298 ,-68.734,2024-09-29,03:28:20,2024-09-29,06:28:20,125,km,3.2,Ml
52 km al E de Sierra Gorda,-22.996 ,-68.825,2024-09-29,03:13:15,2024-09-29,06:13:15,81,km,3.5,Ml
32 km al O de La Serena,-29.847 ,-71.577,2024-09-29,02:39:17,2024-09-29,05:39:17,37,km,2.6,Ml
81 km al NO de San Antonio de los Cobres,-23.841 ,-67.001,2024-09-29,01:03:54,2024-09-29,04:03:54,210,km,3.4,Ml
32 km al NO de Punta de Choros,-28.995 ,-71.614,2024-09-28,23:39:24,2024-09-29,02:39:24,38,km,3.3,Ml
28 km al NO de Los Vilos,-31.724 ,-71.709,2024-09-28,23:31:40,2024-09-29,02:31:40,29,km,3.3,Ml
42 km al SO de Parque Fray Jorge,-30.887 ,-72.037,2024-09-28,23:19:29,2024-09-29,02:19:29,28,km,3.2,Ml
41 km al S de Patache,-21.180 ,-70.190,2024-09-28,22:46:35,2024-09-29,01:46:35,69,km,4.5,Mw
43 km al N de Carrizal Bajo,-27.708 ,-71.263,2024-09-28,22:09:02,2024-09-29,01:09:02,44,km,2.7,Ml
82 km al NE de San Pedro de Atacama,-22.273 ,-67.810,2024-09-28,21:35:15,2024-09-29,00:35:15,211,km,3.2,Ml
