evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
76 km al E de Socaire,-23.804 ,-67.180,2024-02-17,20:39:05,2024-02-17,23:39:05,222,km,3.5,Ml
72 km al NE de Socaire,-23.309 ,-67.255,2024-02-17,19:36:49,2024-02-17,22:36:49,250,km,3.6,Ml
54 km al S de Mina Collahuasi,-21.281 ,-68.828,2024-02-17,16:44:43,2024-02-17,19:44:43,116,km,2.7,Ml
64 km al SE de Socaire,-24.054 ,-67.523,2024-02-17,16:27:47,2024-02-17,19:27:47,217,km,3.9,Ml
121 km al SE de Socaire,-24.403 ,-67.103,2024-02-17,16:24:45,2024-02-17,19:24:45,203,km,4.1,Ml
43 km al S de Socaire,-23.972 ,-67.884,2024-02-17,15:46:06,2024-02-17,18:46:06,259,km,3.3,Ml
90 km al O de Pichilemu,-34.484 ,-72.986,2024-02-17,15:02:54,2024-02-17,18:02:54,29,km,2.5,Ml
94 km al SE de Socaire,-24.053 ,-67.119,2024-02-17,11:13:37,2024-02-17,14:13:37,202,km,3.1,Ml
70 km al NE de Socaire,-23.199 ,-67.346,2024-02-17,10:43:53,2024-02-17,13:43:53,283,km,3.1,Ml
76 km al SE de Alto del Carmen,-29.079 ,-69.796,2024-02-17,10:36:50,2024-02-17,13:36:50,118,km,3.7,Ml
49 km al SE de Mina Los Pelambres,-32.186 ,-70.293,2024-02-17,06:09:10,2024-02-17,09:09:10,115,km,3.5,Ml
59 km al SE de Socaire,-23.878 ,-67.409,2024-02-17,05:52:15,2024-02-17,08:52:15,206,km,3.9,Ml
30 km al SE de Mina Los Pelambres,-31.949 ,-70.300,2024-02-17,03:29:30,2024-02-17,06:29:30,151,km,2.9,Ml
23 km al SO de Punitaqui,-31.025 ,-71.351,2024-02-17,02:42:27,2024-02-17,05:42:27,68,km,3.0,Ml
38 km al S de Socaire,-23.922 ,-67.810,2024-02-17,00:17:45,2024-02-17,03:17:45,241,km,2.5,Ml
36 km al S de Mina Collahuasi,-21.150 ,-68.650,2024-02-16,23:12:46,2024-02-17,02:12:46,118,km,2.7,Ml
45 km al SO de OllagÃ¼e,-21.593 ,-68.428,2024-02-16,22:42:14,2024-02-17,01:42:14,125,km,3.4,Ml
