evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al S de Rancagua,-34.398 ,-70.766,2024-02-19,20:55:09,2024-02-19,23:55:09,107,km,2.9,Ml
48 km al NE de Los Andes.,-32.626 ,-70.154,2024-02-19,18:13:16,2024-02-19,21:13:16,112,km,2.8,Ml
59 km al NO de ConstituciÃ³n,-34.858 ,-72.713,2024-02-19,18:05:35,2024-02-19,21:05:35,27,km,3.4,Ml
57 km al N de Pica,-19.982 ,-69.239,2024-02-19,14:55:47,2024-02-19,17:55:47,88,km,3.1,Ml
58 km al NO de ConstituciÃ³n,-34.876 ,-72.731,2024-02-19,14:44:21,2024-02-19,17:44:21,29,km,4.0,Ml
47 km al S de Socaire,-23.994 ,-67.748,2024-02-19,14:09:18,2024-02-19,17:09:18,235,km,3.4,Ml
31 km al S de OllagÃ¼e,-21.482 ,-68.360,2024-02-19,12:25:20,2024-02-19,15:25:20,153,km,3.3,Ml
163 km al E de Alto del Carmen,-28.400 ,-68.872,2024-02-19,12:14:15,2024-02-19,15:14:15,113,km,4.1,Ml
12 km al S de CuricÃ³,-35.093 ,-71.250,2024-02-19,07:21:00,2024-02-19,10:21:00,80,km,2.6,Ml
82 km al SE de Socaire,-23.937 ,-67.175,2024-02-19,06:47:33,2024-02-19,09:47:33,210,km,3.0,Ml
38 km al O de Putre,-18.303 ,-69.901,2024-02-19,04:58:13,2024-02-19,07:58:13,111,km,2.9,Ml
99 km al O de Huasco,-28.650 ,-72.216,2024-02-19,04:57:31,2024-02-19,07:57:31,39,km,3.9,Ml
44 km al N de Tacna,-17.639 ,-70.149,2024-02-19,04:17:58,2024-02-19,07:17:58,118,km,3.7,Ml
20 km al S de Tongoy,-30.434 ,-71.542,2024-02-19,02:57:18,2024-02-19,05:57:18,35,km,2.6,Ml
54 km al S de Huasco,-28.932 ,-71.390,2024-02-19,02:17:03,2024-02-19,05:17:03,45,km,2.5,Ml
24 km al SO de Tongoy,-30.446 ,-71.606,2024-02-19,01:52:03,2024-02-19,04:52:03,36,km,3.2,Ml
30 km al SE de Socaire,-23.838 ,-67.785,2024-02-19,01:23:42,2024-02-19,04:23:42,243,km,3.4,Ml
16 km al E de Tongoy,-30.276 ,-71.327,2024-02-19,01:00:08,2024-02-19,04:00:08,50,km,3.2,Ml
53 km al SE de Calama,-22.918 ,-68.742,2024-02-19,00:19:13,2024-02-19,03:19:13,98,km,2.6,Ml
50 km al S de Socaire,-24.020 ,-67.755,2024-02-18,23:02:31,2024-02-19,02:02:31,277,km,2.9,Ml
19 km al N de Mejillones,-22.934 ,-70.505,2024-02-18,22:05:33,2024-02-19,01:05:33,42,km,2.5,Ml
48 km al S de Socaire,-24.000 ,-67.756,2024-02-18,21:25:18,2024-02-19,00:25:18,254,km,2.7,Ml
