evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
33 km al NE de Linares,-35.616 ,-71.360,2024-02-22,20:28:18,2024-02-22,23:28:18,96,km,2.7,Ml
25 km al NE de Vichuqu̩n,-34.732 ,-71.793,2024-02-22,18:07:49,2024-02-22,21:07:49,38,km,3.0,Ml
22 km al O de Mina Collahuasi,-20.865 ,-68.869,2024-02-22,17:20:01,2024-02-22,20:20:01,103,km,2.5,Ml
26 km al E de Pica,-20.510 ,-69.084,2024-02-22,16:22:16,2024-02-22,19:22:16,113,km,2.5,Ml
22 km al SE de Calama,-22.637 ,-68.812,2024-02-22,13:19:41,2024-02-22,16:19:41,126,km,2.6,Ml
44 km al E de Socaire,-23.699 ,-67.480,2024-02-22,12:29:10,2024-02-22,15:29:10,186,km,3.7,Ml
70 km al E de Socaire,-23.806 ,-67.249,2024-02-22,09:48:40,2024-02-22,12:48:40,213,km,3.3,Ml
17 km al NE de Canela Baja,-31.285 ,-71.335,2024-02-22,09:07:30,2024-02-22,12:07:30,59,km,3.1,Ml
77 km al S de Socaire,-24.247 ,-67.667,2024-02-22,08:11:36,2024-02-22,11:11:36,236,km,3.3,Ml
18 km al SE de Sierra Gorda.,-23.013 ,-69.194,2024-02-22,07:35:08,2024-02-22,10:35:08,100,km,2.8,Ml
27 km al NE de Calama,-22.264 ,-68.800,2024-02-22,06:16:03,2024-02-22,09:16:03,130,km,3.1,Ml
33 km al N de Calama,-22.191 ,-68.831,2024-02-22,06:12:41,2024-02-22,09:12:41,120,km,3.0,Ml
40 km al SE de Calama,-22.795 ,-68.764,2024-02-22,05:40:39,2024-02-22,08:40:39,111,km,2.6,Ml
45 km al NE de Mina La Escondida.,-24.047 ,-68.682,2024-02-22,04:52:28,2024-02-22,07:52:28,106,km,2.9,Ml
20 km al N de Taltal,-25.239 ,-70.420,2024-02-22,00:55:14,2024-02-22,03:55:14,55,km,3.5,Ml
35 km al NO de Cami̱a,-19.024 ,-69.547,2024-02-22,00:39:21,2024-02-22,03:39:21,90,km,2.7,Ml
