evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al SO de Visviri,-17.864 ,-69.648,2023-04-08,19:36:35,2023-04-08,23:36:35,148,km,3.8,Ml
127 km al O de Tir̼a,-38.558 ,-74.921,2023-04-08,18:55:13,2023-04-08,22:55:13,15,km,2.9,Ml
111 km al NO de Pichilemu,-33.866 ,-73.044,2023-04-08,18:27:05,2023-04-08,22:27:05,31,km,2.8,Ml
46 km al S de Mina Collahuasi,-21.215 ,-68.798,2023-04-08,16:01:19,2023-04-08,20:01:19,115,km,2.7,Ml
42 km al SE de Pica,-20.807 ,-69.104,2023-04-08,14:32:08,2023-04-08,18:32:08,107,km,2.6,Ml
35 km al SE de Calama,-22.700 ,-68.692,2023-04-08,12:20:33,2023-04-08,16:20:33,108,km,2.7,Ml
40 km al SO de Mina Collahuasi,-21.105 ,-68.908,2023-04-08,09:53:54,2023-04-08,13:53:54,102,km,2.5,Ml
66 km al NO de Cobquecura,-35.773 ,-73.374,2023-04-08,08:33:22,2023-04-08,12:33:22,26,km,3.1,Ml
17 km al N de Calama,-22.319 ,-68.910,2023-04-08,08:33:02,2023-04-08,12:33:02,104,km,3.2,Ml
107 km al O de Tongoy,-30.547 ,-72.556,2023-04-08,08:02:43,2023-04-08,12:02:43,10,km,3.7,Ml
95 km al E de Alto del Carmen,-28.669 ,-69.520,2023-04-08,06:00:00,2023-04-08,10:00:00,133,km,3.3,Ml
25 km al E de Los Andes.,-32.896 ,-70.344,2023-04-08,01:59:50,2023-04-08,05:59:50,106,km,3.0,Ml
94 km al SE de Socaire,-24.351 ,-67.499,2023-04-07,21:17:33,2023-04-08,01:17:33,206,km,3.6,Ml
