evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
72 km al N de Calama,-21.868 ,-68.685,2023-04-18,18:37:40,2023-04-18,22:37:40,133,km,2.8,Ml
26 km al E de OllagÃ¼e,-21.172 ,-68.009,2023-04-18,13:29:50,2023-04-18,17:29:50,184,km,3.3,Ml
17 km al O de Andacollo,-30.236 ,-71.262,2023-04-18,12:47:41,2023-04-18,16:47:41,56,km,2.8,Ml
29 km al O de Mina Collahuasi,-20.813 ,-68.940,2023-04-18,11:55:24,2023-04-18,15:55:24,101,km,3.6,Ml
72 km al SE de Socaire,-24.031 ,-67.372,2023-04-18,11:34:10,2023-04-18,15:34:10,246,km,3.1,Ml
53 km al E de Rancagua,-34.159 ,-70.158,2023-04-18,10:42:34,2023-04-18,14:42:34,21,km,3.3,Ml
50 km al NE de Calama,-22.266 ,-68.495,2023-04-18,10:04:48,2023-04-18,14:04:48,139,km,3.1,Ml
98 km al NE de Socaire,-23.123 ,-67.070,2023-04-18,08:25:48,2023-04-18,12:25:48,240,km,3.7,Ml
25 km al NO de Mejillones,-22.941 ,-70.625,2023-04-18,04:42:57,2023-04-18,08:42:57,30,km,2.9,Ml
42 km al SE de CamiÃ±a,-19.650 ,-69.244,2023-04-18,02:15:00,2023-04-18,06:15:00,97,km,2.9,Ml
49 km al N de Termas del Flaco,-34.523 ,-70.334,2023-04-18,00:21:14,2023-04-18,04:21:14,19,km,2.5,Ml
