evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
33 km al SO de OllagÃ¼e,-21.487 ,-68.409,2023-09-14,18:43:11,2023-09-14,21:43:11,128,km,2.8,Ml
63 km al N de Pica,-19.934 ,-69.203,2023-09-14,13:02:05,2023-09-14,16:02:05,94,km,2.6,Ml
51 km al SO de Caldera,-27.274 ,-71.277,2023-09-14,11:40:17,2023-09-14,14:40:17,27,km,4.0,Ml
41 km al SO de Caldera,-27.340 ,-71.101,2023-09-14,09:20:36,2023-09-14,12:20:36,55,km,3.5,Ml
70 km al NE de Calama,-21.922 ,-68.600,2023-09-14,07:38:16,2023-09-14,10:38:16,118,km,4.0,Ml
57 km al SO de ConstituciÃ³n,-35.616 ,-72.931,2023-09-14,07:25:36,2023-09-14,10:25:36,16,km,2.9,Ml
37 km al N de Pozo Almonte,-19.929 ,-69.721,2023-09-14,05:48:31,2023-09-14,08:48:31,66,km,3.4,Ml
9 km al SE de Tongoy,-30.309 ,-71.422,2023-09-14,05:28:46,2023-09-14,08:28:46,50,km,2.5,Ml
44 km al N de Pozo Almonte,-19.878 ,-69.891,2023-09-14,02:31:06,2023-09-14,05:31:06,65,km,2.5,Ml
48 km al N de Calama,-22.059 ,-69.084,2023-09-14,01:45:32,2023-09-14,04:45:32,114,km,2.5,Ml
111 km al E de Socaire,-23.997 ,-66.899,2023-09-13,23:47:27,2023-09-14,02:47:27,213,km,4.1,Ml
47 km al SO de Caldera,-27.250 ,-71.255,2023-09-13,21:50:16,2023-09-14,00:50:16,32,km,4.6,Mw
