evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
73 km al NO de Quillagua,-21.123 ,-69.936,2023-09-26,20:48:11,2023-09-26,23:48:11,45,km,2.9,Ml
56 km al SO de OllagÃ¼e,-21.667 ,-68.520,2023-09-26,19:35:37,2023-09-26,22:35:37,131,km,3.1,Ml
85 km al O de Caldera,-27.391 ,-71.606,2023-09-26,19:17:35,2023-09-26,22:17:35,39,km,4.3,Mw
69 km al SO de Caldera,-27.386 ,-71.421,2023-09-26,18:54:19,2023-09-26,21:54:19,25,km,2.5,Ml
64 km al SO de Caldera,-27.553 ,-71.174,2023-09-26,16:56:13,2023-09-26,19:56:13,55,km,4.4,Mw
88 km al NE de Mina Collahuasi,-20.105 ,-68.320,2023-09-26,14:23:25,2023-09-26,17:23:25,182,km,3.2,Ml
83 km al SO de Caldera,-27.629 ,-71.383,2023-09-26,13:07:26,2023-09-26,16:07:26,32,km,2.5,Ml
15 km al SE de Casablanca,-33.394 ,-71.273,2023-09-26,11:42:18,2023-09-26,14:42:18,56,km,2.5,Ml
35 km al S de CamiÃ±a,-19.630 ,-69.425,2023-09-26,10:43:44,2023-09-26,13:43:44,99,km,2.5,Ml
56 km al NO de Quillagua,-21.398 ,-69.992,2023-09-26,10:28:37,2023-09-26,13:28:37,44,km,2.9,Ml
29 km al O de Navidad,-33.969 ,-72.140,2023-09-26,09:08:15,2023-09-26,12:08:15,37,km,3.5,Ml
36 km al NO de San Pedro de Atacama,-22.759 ,-68.505,2023-09-26,08:01:57,2023-09-26,11:01:57,106,km,3.5,Ml
87 km al SO de Caldera,-27.521 ,-71.542,2023-09-26,06:55:13,2023-09-26,09:55:13,37,km,3.1,Ml
47 km al SO de OllagÃ¼e,-21.612 ,-68.435,2023-09-26,06:34:32,2023-09-26,09:34:32,120,km,2.9,Ml
26 km al O de Navidad,-33.961 ,-72.110,2023-09-26,06:32:09,2023-09-26,09:32:09,39,km,2.9,Ml
34 km al N de Pica,-20.197 ,-69.229,2023-09-26,06:11:15,2023-09-26,09:11:15,92,km,4.7,Mw
44 km al SO de Huasco,-28.794 ,-71.468,2023-09-26,05:58:35,2023-09-26,08:58:35,36,km,2.6,Ml
43 km al SO de Huasco,-28.795 ,-71.459,2023-09-26,05:18:00,2023-09-26,08:18:00,38,km,4.2,Mw
29 km al O de Navidad,-33.961 ,-72.141,2023-09-26,04:41:10,2023-09-26,07:41:10,33,km,2.7,Ml
36 km al S de OllagÃ¼e,-21.528 ,-68.375,2023-09-26,03:55:09,2023-09-26,06:55:09,139,km,2.7,Ml
26 km al O de Navidad,-33.970 ,-72.111,2023-09-26,03:24:11,2023-09-26,06:24:11,35,km,3.0,Ml
27 km al O de Navidad,-33.971 ,-72.118,2023-09-26,02:20:30,2023-09-26,05:20:30,16,km,3.2,Ml
31 km al S de CuricÃ³,-35.262 ,-71.175,2023-09-26,00:10:29,2023-09-26,03:10:29,109,km,3.8,Ml
60 km al S de OllagÃ¼e,-21.749 ,-68.401,2023-09-25,21:29:56,2023-09-26,00:29:56,117,km,2.6,M
