evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
12 km al SE de Tongoy,-30.355 ,-71.446,2023-09-06,20:52:19,2023-09-06,23:52:19,39,km,3.7,Ml
11 km al SE de Tongoy,-30.338 ,-71.441,2023-09-06,20:48:05,2023-09-06,23:48:05,46,km,6.4,Mww
23 km al E de VichuquÃ©n,-34.806 ,-71.758,2023-09-06,15:10:57,2023-09-06,18:10:57,42,km,3.1,Ml
51 km al O de Caldera,-27.229 ,-71.303,2023-09-06,11:37:42,2023-09-06,14:37:42,31,km,4.0,Ml
48 km al O de Caldera,-27.215 ,-71.281,2023-09-06,10:15:37,2023-09-06,13:15:37,36,km,2.9,Ml
67 km al SE de CamiÃ±a,-19.868 ,-69.181,2023-09-06,09:24:29,2023-09-06,12:24:29,99,km,3.1,Ml
27 km al SO de Canela Baja,-31.626 ,-71.558,2023-09-06,09:20:50,2023-09-06,12:20:50,38,km,2.6,Ml
45 km al SO de Mina Collahuasi,-21.087 ,-68.990,2023-09-06,09:13:55,2023-09-06,12:13:55,110,km,3.1,Ml
27 km al NO de Mina Collahuasi,-20.700 ,-68.884,2023-09-06,08:41:55,2023-09-06,11:41:55,112,km,2.8,Ml
17 km al O de Pichilemu,-34.445 ,-72.180,2023-09-06,07:40:06,2023-09-06,10:40:06,28,km,2.8,Ml
60 km al S de Caldera,-27.590 ,-70.963,2023-09-06,05:48:52,2023-09-06,08:48:52,27,km,3.7,Ml
55 km al O de Caldera,-27.224 ,-71.346,2023-09-06,04:47:33,2023-09-06,07:47:33,27,km,3.1,Ml
21 km al SO de La Ligua,-32.622 ,-71.323,2023-09-06,04:10:41,2023-09-06,07:10:41,52,km,2.6,Ml
34 km al NO de Los Vilos,-31.650 ,-71.704,2023-09-06,02:59:59,2023-09-06,05:59:59,26,km,3.7,Ml
41 km al SO de Los Vilos,-32.250 ,-71.692,2023-09-06,02:27:06,2023-09-06,05:27:06,33,km,2.8,Ml
29 km al NE de VichuquÃ©n,-34.758 ,-71.721,2023-09-06,02:08:12,2023-09-06,05:08:12,43,km,2.5,Ml
51 km al SO de Caldera,-27.285 ,-71.277,2023-09-06,01:46:03,2023-09-06,04:46:03,37,km,2.7,Ml
88 km al NE de San Pedro de Atacama,-22.329 ,-67.623,2023-09-06,01:12:25,2023-09-06,04:12:25,179,km,2.6,Ml
50 km al SO de Caldera,-27.262 ,-71.278,2023-09-06,00:57:06,2023-09-06,03:57:06,25,km,3.0,Ml
55 km al O de Caldera,-27.265 ,-71.327,2023-09-06,00:53:15,2023-09-06,03:53:15,37,km,3.8,Ml
27 km al NE de Pica,-20.305 ,-69.158,2023-09-05,23:09:18,2023-09-06,02:09:18,106,km,4.0,Ml
49 km al SO de Caldera,-27.296 ,-71.247,2023-09-05,23:06:11,2023-09-06,02:06:11,35,km,3.2,Ml
49 km al O de Caldera,-27.247 ,-71.280,2023-09-05,22:44:54,2023-09-06,01:44:54,25,km,2.5,Ml
55 km al O de Caldera,-27.248 ,-71.344,2023-09-05,22:36:29,2023-09-06,01:36:29,25,km,3.0,Ml
60 km al O de Caldera,-27.283 ,-71.375,2023-09-05,22:22:12,2023-09-06,01:22:12,32,km,3.6,Ml
32 km al O de OllagÃ¼e,-21.233 ,-68.563,2023-09-05,21:19:27,2023-09-06,00:19:27,117,km,2.8,Ml
