evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
19 km al O de Mina Collahuasi,-20.774 ,-68.834,2023-09-25,20:57:09,2023-09-25,23:57:09,107,km,2.5,Ml
31 km al SE de Calama,-22.680 ,-68.727,2023-09-25,19:47:31,2023-09-25,22:47:31,129,km,2.9,Ml
28 km al O de Navidad,-33.952 ,-72.134,2023-09-25,18:42:56,2023-09-25,21:42:56,31,km,3.3,Ml
45 km al SO de San Pedro de Atacama,-23.233 ,-68.485,2023-09-25,14:04:00,2023-09-25,17:04:00,127,km,3.4,Ml
72 km al NO de ConstituciÃ³n,-34.918 ,-73.027,2023-09-25,10:51:31,2023-09-25,13:51:31,20,km,2.8,Ml
36 km al SO de Tierra Amarilla,-27.685 ,-70.549,2023-09-25,09:09:56,2023-09-25,12:09:56,56,km,3.2,Ml
91 km al SO de Mina La Escondida.,-24.937 ,-69.582,2023-09-25,05:55:55,2023-09-25,08:55:55,74,km,3.1,Ml
70 km al N de Calama,-21.861 ,-68.749,2023-09-25,05:39:18,2023-09-25,08:39:18,136,km,2.7,Ml
77 km al O de Iquique,-20.025 ,-70.867,2023-09-25,03:49:02,2023-09-25,06:49:02,39,km,3.5,Ml
16 km al SE de Tongoy,-30.331 ,-71.351,2023-09-25,02:41:00,2023-09-25,05:41:00,45,km,2.7,Ml
100 km al SE de Socaire,-24.157 ,-67.125,2023-09-25,02:23:51,2023-09-25,05:23:51,223,km,3.8,Ml
15 km al SE de Tocopilla,-22.186 ,-70.098,2023-09-24,22:56:30,2023-09-25,01:56:30,10,km,2.2,Ml
