evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
18 km al NE de Pica,-20.376 ,-69.214,2024-07-05,19:37:32,2024-07-05,23:37:32,92,km,3.1,Ml
58 km al N de Pica,-19.989 ,-69.189,2024-07-05,19:05:36,2024-07-05,23:05:36,89,km,2.5,Ml
34 km al NE de Punta de Choros,-29.024 ,-71.237,2024-07-05,17:32:24,2024-07-05,21:32:24,49,km,2.6,Ml
24 km al E de Calama,-22.516 ,-68.704,2024-07-05,17:06:44,2024-07-05,21:06:44,111,km,3.7,Ml
90 km al E de Alto del Carmen,-28.767 ,-69.567,2024-07-05,14:53:04,2024-07-05,18:53:04,117,km,4.7,Mw
71 km al NE de Socaire,-23.183 ,-67.356,2024-07-05,14:46:27,2024-07-05,18:46:27,279,km,4.8,Mw
28 km al NO de Arauco,-37.116 ,-73.588,2024-07-05,14:22:36,2024-07-05,18:22:36,10,km,2.5,Ml
69 km al NE de Quillagua,-21.392 ,-68.936,2024-07-05,14:14:48,2024-07-05,18:14:48,119,km,3.0,Ml
24 km al NO de Mina La Escondida,-24.150 ,-69.252,2024-07-05,14:11:01,2024-07-05,18:11:01,92,km,3.7,Ml
22 km al E de Calama,-22.515 ,-68.717,2024-07-05,13:26:27,2024-07-05,17:26:27,110,km,2.8,Ml
23 km al S de Mina Collahuasi,-21.032 ,-68.659,2024-07-05,12:53:18,2024-07-05,16:53:18,128,km,2.5,Ml
47 km al E de Sierra Gorda,-23.021 ,-68.884,2024-07-05,11:21:02,2024-07-05,15:21:02,118,km,2.5,Ml
8 km al SE de Calama,-22.506 ,-68.864,2024-07-05,10:50:23,2024-07-05,14:50:23,122,km,2.7,Ml
67 km al SO de OllagÃ¼e,-21.774 ,-68.518,2024-07-05,10:48:27,2024-07-05,14:48:27,126,km,3.0,Ml
88 km al S de Socaire,-24.365 ,-68.062,2024-07-05,10:39:58,2024-07-05,14:39:58,215,km,2.9,Ml
28 km al O de OllagÃ¼e,-21.166 ,-68.516,2024-07-05,09:26:19,2024-07-05,13:26:19,135,km,2.7,Ml
46 km al SE de Socaire,-23.801 ,-67.496,2024-07-05,08:16:38,2024-07-05,12:16:38,245,km,2.5,Ml
16 km al E de Pichidangui,-32.163 ,-71.362,2024-07-05,07:48:16,2024-07-05,11:48:16,41,km,3.4,Ml
49 km al S de Mina Collahuasi,-21.241 ,-68.820,2024-07-05,05:59:19,2024-07-05,09:59:19,121,km,2.8,Ml
134 km al O de Lebu,-37.447 ,-75.161,2024-07-05,05:49:58,2024-07-05,09:49:58,12,km,3.2,Ml
52 km al N de Mina Collahuasi,-20.364 ,-68.736,2024-07-05,05:49:01,2024-07-05,09:49:01,137,km,2.8,Ml
22 km al SO de OllagÃ¼e,-21.359 ,-68.405,2024-07-05,04:19:33,2024-07-05,08:19:33,133,km,2.5,Ml
79 km al NO de ConstituciÃ³n,-34.751 ,-72.921,2024-07-05,03:55:17,2024-07-05,07:55:17,34,km,3.0,Ml
44 km al N de Pica,-20.095 ,-69.374,2024-07-05,03:52:48,2024-07-05,07:52:48,107,km,2.7,Ml
34 km al S de OllagÃ¼e,-21.526 ,-68.282,2024-07-05,01:50:31,2024-07-05,05:50:31,138,km,3.2,Ml
48 km al O de OllagÃ¼e,-21.328 ,-68.708,2024-07-05,00:20:16,2024-07-05,04:20:16,125,km,3.2,Ml
92 km al NE de Socaire,-23.000 ,-67.255,2024-07-04,23:48:17,2024-07-05,03:48:17,282,km,3.0,Ml
30 km al S de Mina Collahuasi,-21.101 ,-68.654,2024-07-04,22:27:07,2024-07-05,02:27:07,123,km,3.0,Ml
