evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
53 km al O de Quillagua,-21.617 ,-70.048,2024-07-12,19:30:23,2024-07-12,23:30:23,47,km,2.5,Ml
51 km al NE de Carrizal Bajo,-27.667 ,-70.938,2024-07-12,16:32:37,2024-07-12,20:32:37,50,km,2.6,Ml
30 km al NO de OllagÃ¼e,-21.116 ,-68.513,2024-07-12,16:08:38,2024-07-12,20:08:38,130,km,2.5,Ml
29 km al O de Visviri,-17.536 ,-69.746,2024-07-12,14:19:05,2024-07-12,18:19:05,183,km,5.1,Mw
12 km al NO de Quillagua,-21.564 ,-69.579,2024-07-12,13:20:43,2024-07-12,17:20:43,5,km,2.9,Ml
124 km al O de Tocopilla,-22.133 ,-71.408,2024-07-12,12:33:07,2024-07-12,16:33:07,30,km,2.8,Ml
34 km al SE de Putre,-18.478 ,-69.424,2024-07-12,12:11:03,2024-07-12,16:11:03,119,km,3.1,Ml
55 km al S de Paihuano,-30.500 ,-70.351,2024-07-12,08:02:11,2024-07-12,12:02:11,110,km,2.6,Ml
35 km al SO de Pichidangui,-32.290 ,-71.853,2024-07-12,06:53:08,2024-07-12,10:53:08,20,km,2.8,Ml
46 km al SO de Pichidangui,-32.406 ,-71.899,2024-07-12,06:49:18,2024-07-12,10:49:18,21,km,4.0,Ml
55 km al SO de Putre,-18.650 ,-69.771,2024-07-12,06:34:30,2024-07-12,10:34:30,129,km,3.1,Ml
81 km al S de Ilo,-18.362 ,-71.468,2024-07-12,06:28:59,2024-07-12,10:28:59,15,km,2.7,Ml
49 km al SO de Mina Collahuasi,-21.225 ,-68.866,2024-07-12,05:50:01,2024-07-12,09:50:01,121,km,2.8,Ml
50 km al SO de Mina Collahuasi,-21.234 ,-68.852,2024-07-12,05:17:34,2024-07-12,09:17:34,109,km,3.4,Ml
51 km al O de QuellÃ³n,-43.045 ,-74.237,2024-07-12,01:08:46,2024-07-12,05:08:46,32,km,4.4,Mw
63 km al SE de Socaire,-24.066 ,-67.559,2024-07-11,23:31:45,2024-07-12,03:31:45,238,km,3.8,Ml
105 km al SE de OllagÃ¼e,-21.990 ,-67.652,2024-07-11,22:30:01,2024-07-12,02:30:01,196,km,3.7,Ml
48 km al SO de Mina Collahuasi,-21.217 ,-68.860,2024-07-11,22:06:39,2024-07-12,02:06:39,118,km,2.7,Ml
51 km al O de Socaire,-23.456 ,-68.371,2024-07-11,21:54:00,2024-07-12,01:54:00,116,km,3.0,Ml
25 km al E de Calama,-22.462 ,-68.686,2024-07-11,21:06:12,2024-07-12,01:06:12,110,km,3.2,Ml
18 km al SE de Calama,-22.608 ,-68.836,2024-07-11,20:37:54,2024-07-12,00:37:54,98,km,2.6,Ml
