evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
47 km al O de OllagÃ¼e,-21.371 ,-68.678,2024-07-15,19:34:17,2024-07-15,23:34:17,125,km,2.7,Ml
31 km al SE de La Ligua,-32.622 ,-70.967,2024-07-15,17:26:09,2024-07-15,21:26:09,77,km,2.5,Ml
21 km al E de CopiapÃ³,-27.350 ,-70.125,2024-07-15,15:31:14,2024-07-15,19:31:14,89,km,3.2,Ml
15 km al O de OllagÃ¼e,-21.253 ,-68.393,2024-07-15,15:08:42,2024-07-15,19:08:42,130,km,4.7,Mw
41 km al S de Mina Collahuasi,-21.186 ,-68.730,2024-07-15,13:14:19,2024-07-15,17:14:19,114,km,4.4,Ml
18 km al NO de La Serena,-29.757 ,-71.344,2024-07-15,11:50:59,2024-07-15,15:50:59,44,km,3.6,Ml
57 km al E de Talca,-35.568 ,-71.060,2024-07-15,11:25:34,2024-07-15,15:25:34,120,km,3.1,Ml
21 km al N de Canela Baja,-31.213 ,-71.503,2024-07-15,10:02:37,2024-07-15,14:02:37,36,km,2.5,Ml
14 km al NO de OllagÃ¼e,-21.134 ,-68.352,2024-07-15,09:48:20,2024-07-15,13:48:20,138,km,2.9,Ml
52 km al S de Taltal,-25.865 ,-70.372,2024-07-15,07:14:42,2024-07-15,11:14:42,81,km,3.0,Ml
33 km al NO de La Serena,-29.689 ,-71.493,2024-07-15,06:34:46,2024-07-15,10:34:46,52,km,3.5,Ml
10 km al N de Lebu,-37.520 ,-73.671,2024-07-15,06:18:40,2024-07-15,10:18:40,26,km,3.3,Ml
15 km al O de Tongoy,-30.246 ,-71.648,2024-07-15,05:54:59,2024-07-15,09:54:59,39,km,3.6,Ml
58 km al NO de Parque Fray Jorge,-30.341 ,-72.156,2024-07-15,02:14:45,2024-07-15,06:14:45,44,km,3.2,Ml
36 km al O de Futrono,-40.070 ,-72.809,2024-07-15,00:43:15,2024-07-15,04:43:15,62,km,3.0,Ml
