evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
21 km al E de Calama,-22.426 ,-68.730,2024-07-22,18:54:35,2024-07-22,22:54:35,115,km,2.5,Ml
18 km al O de Mina Collahuasi,-20.843 ,-68.834,2024-07-22,18:18:13,2024-07-22,22:18:13,100,km,2.8,Ml
21 km al O de La Ligua,-32.487 ,-71.446,2024-07-22,18:17:25,2024-07-22,22:17:25,38,km,3.1,Ml
110 km al SE de Mina La Escondida,-24.728 ,-68.095,2024-07-22,18:16:30,2024-07-22,22:16:30,150,km,2.9,Ml
34 km al O de OllagÃ¼e,-21.266 ,-68.579,2024-07-22,16:05:26,2024-07-22,20:05:26,126,km,3.0,Ml
38 km al NO de Mina Collahuasi,-20.593 ,-68.921,2024-07-22,14:20:46,2024-07-22,18:20:46,99,km,2.5,Ml
40 km al O de TirÃºa,-38.216 ,-73.924,2024-07-22,13:36:44,2024-07-22,17:36:44,29,km,4.1,Ml
48 km al S de Socaire,-24.010 ,-67.778,2024-07-22,13:13:20,2024-07-22,17:13:20,249,km,3.0,Ml
35 km al SO de Quillagua,-21.913 ,-69.730,2024-07-22,10:55:05,2024-07-22,14:55:05,30,km,3.0,Ml
74 km al S de Socaire,-24.250 ,-67.787,2024-07-22,09:36:14,2024-07-22,13:36:14,242,km,2.8,Ml
20 km al SE de Linares,-35.942 ,-71.408,2024-07-22,09:32:51,2024-07-22,13:32:51,88,km,3.2,Ml
84 km al SE de Socaire,-23.925 ,-67.147,2024-07-22,06:38:34,2024-07-22,10:38:34,220,km,3.0,Ml
59 km al S de CamiÃ±a,-19.843 ,-69.372,2024-07-22,05:47:36,2024-07-22,09:47:36,85,km,3.1,Ml
96 km al O de San Antonio de los Cobres,-24.493 ,-67.222,2024-07-22,04:08:47,2024-07-22,08:08:47,196,km,3.5,Ml
53 km al S de Patache,-21.262 ,-70.374,2024-07-22,03:47:41,2024-07-22,07:47:41,48,km,2.6,Ml
36 km al SE de San Pedro de Atacama,-23.140 ,-67.942,2024-07-22,03:38:28,2024-07-22,07:38:28,136,km,2.9,Ml
79 km al E de Socaire,-23.847 ,-67.170,2024-07-22,02:51:23,2024-07-22,06:51:23,268,km,3.3,Ml
28 km al S de Putre,-18.440 ,-69.637,2024-07-22,02:23:22,2024-07-22,06:23:22,115,km,3.7,Ml
38 km al S de Socaire,-23.909 ,-68.013,2024-07-21,23:41:40,2024-07-22,03:41:40,245,km,3.0,Ml
25 km al NO de Patache,-20.615 ,-70.324,2024-07-21,22:30:36,2024-07-22,02:30:36,33,km,3.4,Ml
32 km al NE de Calama,-22.346 ,-68.648,2024-07-21,21:21:52,2024-07-22,01:21:52,99,km,2.7,Ml
30 km al O de OllagÃ¼e,-21.134 ,-68.524,2024-07-21,20:46:04,2024-07-22,00:46:04,128,km,3.1,Ml
92 km al SE de Socaire,-24.262 ,-67.356,2024-07-21,20:19:32,2024-07-22,00:19:32,213,km,4.6,Mw
