evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
43 km al O de Angol,-37.763 ,-73.199,2023-10-23,20:40:45,2023-10-23,23:40:45,36,km,2.7,Ml
94 km al E de Socaire,-23.870 ,-67.022,2023-10-23,19:06:52,2023-10-23,22:06:52,221,km,3.7,Ml
24 km al NO de MarÃ­a Elena,-22.143 ,-69.749,2023-10-23,17:32:12,2023-10-23,20:32:12,67,km,3.0,Ml
49 km al SE de Calama,-22.878 ,-68.746,2023-10-23,17:19:01,2023-10-23,20:19:01,104,km,3.2,Ml
41 km al E de Tocopilla,-21.991 ,-69.823,2023-10-23,16:10:07,2023-10-23,19:10:07,63,km,2.6,Ml
44 km al SO de OllagÃ¼e,-21.570 ,-68.463,2023-10-23,13:11:28,2023-10-23,16:11:28,134,km,3.1,Ml
44 km al SO de OllagÃ¼e,-21.574 ,-68.452,2023-10-23,13:11:27,2023-10-23,16:11:27,138,km,3.0,Ml
8 km al SO de OllagÃ¼e,-21.264 ,-68.320,2023-10-23,12:35:41,2023-10-23,15:35:41,136,km,2.9,Ml
37 km al SE de Pica,-20.792 ,-69.190,2023-10-23,12:31:03,2023-10-23,15:31:03,99,km,2.8,Ml
56 km al O de San Pedro de Atacama,-23.002 ,-68.736,2023-10-23,11:02:02,2023-10-23,14:02:02,101,km,2.8,Ml
47 km al O de OllagÃ¼e,-21.274 ,-68.700,2023-10-23,08:53:39,2023-10-23,11:53:39,115,km,3.1,Ml
64 km al NE de San Pedro de Atacama,-22.412 ,-67.897,2023-10-23,07:55:36,2023-10-23,10:55:36,246,km,3.3,Ml
32 km al SE de Los Andes.,-33.014 ,-70.332,2023-10-23,07:48:59,2023-10-23,10:48:59,108,km,2.8,Ml
58 km al O de Pichilemu,-34.298 ,-72.635,2023-10-23,07:08:19,2023-10-23,10:08:19,40,km,2.8,Ml
45 km al SE de Mina Los Pelambres,-32.192 ,-70.385,2023-10-23,05:17:17,2023-10-23,08:17:17,120,km,3.6,Ml
35 km al E de Mina Los Pelambres,-31.914 ,-70.233,2023-10-23,04:56:20,2023-10-23,07:56:20,128,km,2.6,Ml
35 km al S de Mina Collahuasi,-21.135 ,-68.606,2023-10-23,04:41:17,2023-10-23,07:41:17,156,km,2.6,Ml
41 km al SE de Pica,-20.778 ,-69.080,2023-10-23,02:48:59,2023-10-23,05:48:59,114,km,2.5,Ml
25 km al SO de Los Vilos,-32.087 ,-71.682,2023-10-23,02:46:09,2023-10-23,05:46:09,30,km,2.5,Ml
30 km al E de VichuquÃ©n,-34.782 ,-71.692,2023-10-22,23:48:49,2023-10-23,02:48:49,42,km,3.2,Ml
52 km al SE de Socaire,-23.997 ,-67.635,2023-10-22,21:25:00,2023-10-23,00:25:00,262,km,3.0,Ml
