evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
56 km al SE de Sierra Gorda.,-23.250 ,-68.924,2024-01-15,20:11:32,2024-01-15,23:11:32,99,km,4.3,Ml
11 km al NO de Farellones,-33.288 ,-70.404,2024-01-15,19:16:12,2024-01-15,22:16:12,102,km,2.9,Ml
94 km al SE de Mina La Escondida.,-24.960 ,-68.525,2024-01-15,18:37:23,2024-01-15,21:37:23,118,km,4.5,Mw
53 km al E de El Salvador,-26.274 ,-69.088,2024-01-15,15:44:38,2024-01-15,18:44:38,100,km,4.1,Ml
28 km al O de Mina Collahuasi,-20.862 ,-68.925,2024-01-15,12:35:30,2024-01-15,15:35:30,104,km,2.5,Ml
17 km al N de ConcepciÃ³n,-36.678 ,-73.045,2024-01-15,11:50:22,2024-01-15,14:50:22,26,km,2.8,Ml
31 km al N de Tocopilla,-21.812 ,-70.186,2024-01-15,10:37:34,2024-01-15,13:37:34,68,km,2.9,Ml
66 km al O de Iquique,-20.149 ,-70.778,2024-01-15,10:22:31,2024-01-15,13:22:31,10,km,2.7,Ml
24 km al NO de Mina Collahuasi,-20.693 ,-68.842,2024-01-15,08:49:04,2024-01-15,11:49:04,101,km,3.2,Ml
21 km al NE de Los Vilos,-31.748 ,-71.409,2024-01-15,07:46:23,2024-01-15,10:46:23,65,km,3.4,Ml
26 km al SO de Huasco,-28.636 ,-71.402,2024-01-15,07:43:12,2024-01-15,10:43:12,15,km,3.4,Ml
21 km al O de OllagÃ¼e,-21.292 ,-68.445,2024-01-15,07:37:02,2024-01-15,10:37:02,121,km,3.2,Ml
108 km al SE de OllagÃ¼e,-21.937 ,-67.537,2024-01-15,07:24:19,2024-01-15,10:24:19,213,km,3.4,Ml
43 km al NE de Calama,-22.126 ,-68.737,2024-01-15,05:12:27,2024-01-15,08:12:27,116,km,3.0,Ml
24 km al O de San Pedro de Atacama,-22.853 ,-68.421,2024-01-15,02:17:41,2024-01-15,05:17:41,104,km,5.1,Mw
48 km al E de Sierra Gorda.,-22.931 ,-68.853,2024-01-14,22:18:28,2024-01-15,01:18:28,87,km,2.7,Ml
26 km al SE de Calama,-22.684 ,-68.833,2024-01-14,21:41:14,2024-01-15,00:41:14,94,km,2.6,Ml
