evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al S de Socaire,-24.160 ,-67.802,2024-01-04,20:39:59,2024-01-04,23:39:59,230,km,3.8,Ml
40 km al E de Pisagua,-19.563 ,-69.832,2024-01-04,20:36:41,2024-01-04,23:36:41,50,km,2.6,Ml
95 km al SE de Socaire,-24.038 ,-67.094,2024-01-04,19:40:12,2024-01-04,22:40:12,185,km,3.8,Ml
37 km al S de Pozo Almonte,-20.588 ,-69.748,2024-01-04,19:00:06,2024-01-04,22:00:06,83,km,2.7,Ml
45 km al S de Colchane.,-19.682 ,-68.585,2024-01-04,16:46:41,2024-01-04,19:46:41,140,km,2.8,Ml
53 km al NO de CamiÃ±a,-18.886 ,-69.643,2024-01-04,15:36:12,2024-01-04,18:36:12,84,km,3.2,Ml
54 km al E de Sierra Gorda.,-23.032 ,-68.809,2024-01-04,15:06:28,2024-01-04,18:06:28,97,km,2.6,Ml
23 km al O de OllagÃ¼e,-21.224 ,-68.480,2024-01-04,14:45:29,2024-01-04,17:45:29,133,km,3.6,Ml
29 km al NO de CamiÃ±a,-19.168 ,-69.661,2024-01-04,13:05:55,2024-01-04,16:05:55,108,km,2.6,Ml
51 km al SO de Mina Collahuasi,-21.127 ,-69.032,2024-01-04,11:24:26,2024-01-04,14:24:26,93,km,3.3,Ml
29 km al N de Antofagasta,-23.384 ,-70.439,2024-01-04,10:29:53,2024-01-04,13:29:53,37,km,2.6,Ml
138 km al O de Lebu,-38.140 ,-75.084,2024-01-04,09:44:43,2024-01-04,12:44:43,30,km,3.2,Ml
82 km al NE de San Pedro de Atacama,-22.347 ,-67.697,2024-01-04,07:51:00,2024-01-04,10:51:00,205,km,3.3,Ml
73 km al SO de OllagÃ¼e,-21.804 ,-68.577,2024-01-04,07:04:27,2024-01-04,10:04:27,129,km,2.6,Ml
31 km al SE de Pica,-20.728 ,-69.175,2024-01-04,06:06:15,2024-01-04,09:06:15,108,km,2.7,Ml
87 km al S de Socaire,-24.369 ,-67.926,2024-01-04,05:21:29,2024-01-04,08:21:29,164,km,3.0,Ml
22 km al O de ChaÃ±aral.,-26.289 ,-70.828,2024-01-04,04:32:37,2024-01-04,07:32:37,19,km,2.7,Ml
62 km al SO de OllagÃ¼e,-21.723 ,-68.521,2024-01-04,04:13:56,2024-01-04,07:13:56,136,km,2.8,Ml
46 km al SO de Mina Collahuasi,-21.216 ,-68.820,2024-01-04,03:05:22,2024-01-04,06:05:22,119,km,4.3,Ml
18 km al N de Cuya,-18.996 ,-70.176,2024-01-04,02:14:33,2024-01-04,05:14:33,35,km,2.9,Ml
91 km al SE de Socaire,-24.056 ,-67.149,2024-01-04,01:57:27,2024-01-04,04:57:27,208,km,3.0,Ml
24 km al E de VichuquÃ©n,-34.823 ,-71.746,2024-01-04,01:34:01,2024-01-04,04:34:01,45,km,3.5,Ml
45 km al NO de Punitaqui,-30.654 ,-71.680,2024-01-04,01:07:24,2024-01-04,04:07:24,27,km,2.8,Ml
81 km al E de OllagÃ¼e,-21.251 ,-67.474,2024-01-03,23:55:38,2024-01-04,02:55:38,260,km,3.1,Ml
100 km al E de Socaire,-23.493 ,-66.915,2024-01-03,23:38:48,2024-01-04,02:38:48,216,km,3.4,Ml
28 km al S de ToltÃ©n,-39.423 ,-73.113,2024-01-03,23:38:38,2024-01-04,02:38:38,44,km,3.2,Ml
17 km al O de Punitaqui,-30.765 ,-71.417,2024-01-03,23:12:56,2024-01-04,02:12:56,48,km,3.7,Ml
43 km al SE de Calama,-22.782 ,-68.683,2024-01-03,22:35:12,2024-01-04,01:35:12,115,km,3.5,Ml
126 km al E de Socaire,-23.805 ,-66.673,2024-01-03,21:30:39,2024-01-04,00:30:39,218,km,3.3,Ml
