evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
69 km al NE de Calama,-21.894 ,-68.690,2023-07-31,19:42:08,2023-07-31,23:42:08,99,km,2.8,Ml
46 km al O de Mina Collahuasi,-20.858 ,-69.094,2023-07-31,18:02:40,2023-07-31,22:02:40,97,km,3.4,Ml
41 km al NE de Calama,-22.152 ,-68.734,2023-07-31,16:55:29,2023-07-31,20:55:29,118,km,4.1,Ml
71 km al SO de OllagÃ¼e,-21.791 ,-68.568,2023-07-31,15:17:39,2023-07-31,19:17:39,134,km,2.9,Ml
77 km al O de Cobquecura,-36.216 ,-73.644,2023-07-31,15:03:47,2023-07-31,19:03:47,46,km,3.1,Ml
60 km al NE de Calama,-21.978 ,-68.698,2023-07-31,09:31:28,2023-07-31,13:31:28,112,km,2.7,Ml
43 km al O de Mina Collahuasi,-20.822 ,-69.072,2023-07-31,07:42:52,2023-07-31,11:42:52,108,km,3.6,Ml
34 km al SO de Canela Baja,-31.636 ,-71.690,2023-07-31,04:21:10,2023-07-31,08:21:10,61,km,3.0,Ml
84 km al NO de Puerto EdÃ©n,-48.719 ,-75.378,2023-07-31,00:16:22,2023-07-31,04:16:22,26,km,4.2,M
96 km al O de Puerto EdÃ©n,-49.064 ,-75.726,2023-07-31,00:07:55,2023-07-31,04:07:55,30,km,4.8,Mw
