evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
13 km al NE de Calama,-22.380 ,-68.845,2023-07-03,19:45:42,2023-07-03,23:45:42,111,km,2.9,Ml
48 km al NE de Pozo Almonte,-19.928 ,-69.488,2023-07-03,19:24:42,2023-07-03,23:24:42,99,km,3.5,Ml
49 km al SE de Socaire,-23.783 ,-67.458,2023-07-03,17:51:34,2023-07-03,21:51:34,258,km,3.2,Ml
41 km al O de Ovalle,-30.628 ,-71.626,2023-07-03,17:33:46,2023-07-03,21:33:46,34,km,4.5,Ml
79 km al NO de Tocopilla,-21.471 ,-70.563,2023-07-03,16:19:26,2023-07-03,20:19:26,49,km,2.9,Ml
30 km al NO de Arauco,-37.026 ,-73.505,2023-07-03,15:14:01,2023-07-03,19:14:01,12,km,2.8,Ml
40 km al NO de Lota,-36.910 ,-73.537,2023-07-03,15:02:48,2023-07-03,19:02:48,29,km,2.6,Ml
17 km al O de La Serena,-29.863 ,-71.418,2023-07-03,14:24:30,2023-07-03,18:24:30,50,km,2.9,Ml
20 km al E de Pica,-20.539 ,-69.145,2023-07-03,09:27:13,2023-07-03,13:27:13,105,km,2.8,Ml
36 km al NE de Calama,-22.185 ,-68.758,2023-07-03,08:52:50,2023-07-03,12:52:50,124,km,2.7,Ml
84 km al SE de Socaire,-24.131 ,-67.307,2023-07-03,08:05:17,2023-07-03,12:05:17,209,km,2.9,Ml
66 km al O de Punitaqui,-30.944 ,-71.934,2023-07-03,07:02:57,2023-07-03,11:02:57,42,km,2.6,Ml
104 km al O de Antofagasta,-24.008 ,-71.348,2023-07-03,06:31:03,2023-07-03,10:31:03,37,km,4.3,Ml
118 km al SE de Socaire,-24.437 ,-67.197,2023-07-03,05:18:29,2023-07-03,09:18:29,191,km,3.8,Ml
75 km al S de Mina La Escondida.,-24.940 ,-69.160,2023-07-03,04:50:53,2023-07-03,08:50:53,7,km,2.8,Ml
40 km al O de Punitaqui,-30.695 ,-71.650,2023-07-03,04:27:13,2023-07-03,08:27:13,29,km,3.1,Ml
40 km al NO de Punitaqui,-30.672 ,-71.629,2023-07-03,04:14:24,2023-07-03,08:14:24,29,km,2.7,Ml
17 km al E de Mina La Escondida.,-24.326 ,-68.898,2023-07-03,03:43:38,2023-07-03,07:43:38,103,km,4.4,Mw
41 km al SO de Mina Collahuasi,-21.069 ,-68.951,2023-07-03,02:59:42,2023-07-03,06:59:42,105,km,2.5,Ml
10 km al NO de Puerto Natales,-51.656 ,-72.582,2023-07-03,02:41:53,2023-07-03,06:41:53,3,km,3.6,Ml
37 km al SO de Pichilemu,-34.538 ,-72.368,2023-07-03,02:41:10,2023-07-03,06:41:10,34,km,2.6,Ml
39 km al O de La Serena,-29.811 ,-71.638,2023-07-03,01:31:01,2023-07-03,05:31:01,35,km,2.6,Ml
34 km al E de Pica,-20.370 ,-69.035,2023-07-03,01:09:34,2023-07-03,05:09:34,94,km,2.6,Ml
57 km al N de Calama,-21.968 ,-68.797,2023-07-03,00:26:06,2023-07-03,04:26:06,108,km,3.6,Ml
59 km al S de Socaire,-24.123 ,-67.933,2023-07-02,23:12:23,2023-07-03,03:12:23,269,km,3.3,Ml
111 km al SE de Socaire,-24.058 ,-66.930,2023-07-02,22:52:17,2023-07-03,02:52:17,218,km,3.4,Ml
10 km al NE de San Jos̩ de Maipo,-33.576 ,-70.279,2023-07-02,21:56:39,2023-07-03,01:56:39,111,km,2.5,Ml
48 km al SO de Mina Collahuasi,-21.127 ,-68.996,2023-07-02,21:50:14,2023-07-03,01:50:14,118,km,3.5,Ml
52 km al SE de Baquedano,-23.617 ,-69.433,2023-07-02,20:54:59,2023-07-03,00:54:59,87,km,2.5,Ml
