evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
81 km al SE de Socaire,-24.227 ,-67.498,2023-07-01,18:27:12,2023-07-01,22:27:12,201,km,3.9,Ml
20 km al NE de Vallenar,-28.410 ,-70.684,2023-07-01,18:26:37,2023-07-01,22:26:37,88,km,2.5,Ml
71 km al SE de Socaire,-23.923 ,-67.300,2023-07-01,18:18:42,2023-07-01,22:18:42,266,km,3.4,Ml
93 km al O de Pisagua,-19.901 ,-71.038,2023-07-01,14:45:16,2023-07-01,18:45:16,40,km,3.6,Ml
25 km al SO de OllagÃ¼e,-21.353 ,-68.453,2023-07-01,13:44:39,2023-07-01,17:44:39,116,km,2.7,Ml
55 km al NE de Pozo Almonte,-19.891 ,-69.432,2023-07-01,12:58:20,2023-07-01,16:58:20,86,km,2.7,Ml
40 km al N de Huasco,-28.103 ,-71.208,2023-07-01,12:02:19,2023-07-01,16:02:19,28,km,2.6,Ml
79 km al SE de Socaire,-24.175 ,-67.456,2023-07-01,11:21:07,2023-07-01,15:21:07,218,km,4.5,Mw
68 km al NO de Huasco,-27.894 ,-71.482,2023-07-01,10:51:00,2023-07-01,14:51:00,42,km,2.6,Ml
48 km al SO de Los Vilos,-32.212 ,-71.883,2023-07-01,08:27:47,2023-07-01,12:27:47,21,km,2.6,Ml
42 km al SO de Mina La Escondida.,-24.612 ,-69.239,2023-07-01,07:50:31,2023-07-01,11:50:31,87,km,3.6,Ml
45 km al SO de Mina Collahuasi,-21.167 ,-68.885,2023-07-01,07:07:07,2023-07-01,11:07:07,117,km,2.7,Ml
30 km al SE de San Pedro de Atacama,-23.132 ,-68.015,2023-07-01,05:45:24,2023-07-01,09:45:24,138,km,2.9,Ml
151 km al O de Lebu,-38.076 ,-75.272,2023-07-01,03:35:57,2023-07-01,07:35:57,15,km,3.4,Ml
118 km al SE de Socaire,-24.109 ,-66.873,2023-07-01,03:18:47,2023-07-01,07:18:47,229,km,4.1,Mw
65 km al N de Huasco,-27.917 ,-70.995,2023-07-01,03:02:48,2023-07-01,07:02:48,35,km,2.7,Ml
42 km al S de CamiÃ±a,-19.688 ,-69.349,2023-07-01,01:20:42,2023-07-01,05:20:42,99,km,2.8,Ml
86 km al SE de Socaire,-24.247 ,-67.444,2023-06-30,23:37:29,2023-07-01,03:37:29,189,km,3.7,Ml
75 km al SO de Socaire,-24.138 ,-68.326,2023-06-30,21:40:52,2023-07-01,01:40:52,116,km,2.9,Ml
49 km al S de CamiÃ±a,-19.745 ,-69.327,2023-06-30,21:30:45,2023-07-01,01:30:45,92,km,2.8,Ml
80 km al SO de Alto Hospicio,-20.891 ,-70.482,2023-06-30,21:11:26,2023-07-01,01:11:26,55,km,2.9,Ml
39 km al S de Mina Collahuasi,-21.177 ,-68.675,2023-06-30,21:02:20,2023-07-01,01:02:20,128,km,2.7,Ml
