evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
23 km al SO de Carrizal Bajo,-28.243 ,-71.295,2024-06-22,17:32:16,2024-06-22,21:32:16,42,km,2.9,Ml
44 km al SO de Putre,-18.508 ,-69.809,2024-06-22,14:38:15,2024-06-22,18:38:15,124,km,3.2,Ml
37 km al S de Mina Collahuasi,-21.154 ,-68.609,2024-06-22,14:02:49,2024-06-22,18:02:49,121,km,2.8,Ml
35 km al SO de OllagÃ¼e,-21.494 ,-68.421,2024-06-22,12:49:49,2024-06-22,16:49:49,130,km,3.0,Ml
39 km al E de OllagÃ¼e,-21.321 ,-67.888,2024-06-22,12:38:43,2024-06-22,16:38:43,176,km,4.3,Ml
39 km al SE de OllagÃ¼e,-21.505 ,-68.030,2024-06-22,11:11:06,2024-06-22,15:11:06,141,km,2.6,Ml
35 km al NO de Mina Collahuasi,-20.564 ,-68.842,2024-06-22,10:26:54,2024-06-22,14:26:54,103,km,3.2,Ml
30 km al O de San Pedro de Atacama,-22.943 ,-68.490,2024-06-22,08:42:09,2024-06-22,12:42:09,147,km,2.8,Ml
5 km al E de Cuya,-19.165 ,-70.132,2024-06-22,06:17:30,2024-06-22,10:17:30,68,km,3.1,Ml
30 km al NO de Victoria,-38.069 ,-72.603,2024-06-22,05:32:46,2024-06-22,09:32:46,56,km,3.1,Ml
47 km al O de OllagÃ¼e,-21.286 ,-68.705,2024-06-22,05:22:50,2024-06-22,09:22:50,129,km,3.5,Ml
58 km al N de Calama,-21.976 ,-68.738,2024-06-22,03:09:01,2024-06-22,07:09:01,114,km,2.7,Ml
15 km al NO de Tongoy,-30.176 ,-71.623,2024-06-22,03:03:02,2024-06-22,07:03:02,37,km,3.8,Ml
20 km al N de Quintero,-32.600 ,-71.523,2024-06-22,01:39:51,2024-06-22,05:39:51,52,km,2.7,Ml
45 km al E de Pica,-20.489 ,-68.898,2024-06-22,00:03:39,2024-06-22,04:03:39,109,km,2.7,Ml
