evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al SE de CamiÃ±a,-19.825 ,-69.148,2024-06-30,17:55:06,2024-06-30,21:55:06,96,km,3.1,Ml
35 km al SO de Pichidangui,-32.330 ,-71.822,2024-06-30,16:10:11,2024-06-30,20:10:11,31,km,3.3,Ml
37 km al O de OllagÃ¼e,-21.258 ,-68.607,2024-06-30,12:46:02,2024-06-30,16:46:02,128,km,3.5,Ml
55 km al E de Sierra Gorda,-22.964 ,-68.787,2024-06-30,12:17:33,2024-06-30,16:17:33,91,km,2.7,Ml
26 km al SO de Patache,-20.945 ,-70.408,2024-06-30,11:16:03,2024-06-30,15:16:03,57,km,2.5,Ml
71 km al SO de OllagÃ¼e,-21.755 ,-68.641,2024-06-30,11:04:39,2024-06-30,15:04:39,116,km,2.9,Ml
39 km al SE de Pica,-20.795 ,-69.146,2024-06-30,09:39:00,2024-06-30,13:39:00,101,km,3.1,Ml
16 km al SO de Alto del Carmen,-28.850 ,-70.608,2024-06-30,08:08:43,2024-06-30,12:08:43,88,km,4.2,Ml
8 km al O de Punitaqui,-30.813 ,-71.344,2024-06-30,06:29:36,2024-06-30,10:29:36,53,km,4.0,Ml
18 km al E de Pica,-20.521 ,-69.165,2024-06-30,05:26:45,2024-06-30,09:26:45,92,km,3.6,Ml
99 km al S de Mina La Escondida,-25.149 ,-68.877,2024-06-30,03:07:53,2024-06-30,07:07:53,123,km,3.1,Ml
37 km al SE de Calama,-22.663 ,-68.632,2024-06-30,02:32:55,2024-06-30,06:32:55,114,km,2.7,Ml
32 km al O de OllagÃ¼e,-21.122 ,-68.537,2024-06-30,02:11:59,2024-06-30,06:11:59,125,km,3.3,Ml
70 km al S de OllagÃ¼e,-21.835 ,-68.403,2024-06-29,21:31:38,2024-06-30,01:31:38,123,km,2.6,Ml
