evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
47 km al E de Petorca,-32.364 ,-70.448,2024-06-17,19:07:56,2024-06-17,23:07:56,102,km,4.2,Ml
58 km al SE de Socaire,-23.976 ,-67.513,2024-06-17,18:38:30,2024-06-17,22:38:30,271,km,3.4,Ml
45 km al N de BahÃ­a Mansa,-40.183 ,-73.732,2024-06-17,17:17:11,2024-06-17,21:17:11,13,km,3.4,Ml
59 km al NO de Quillagua,-21.326 ,-69.978,2024-06-17,17:11:35,2024-06-17,21:11:35,84,km,2.6,Ml
54 km al S de Socaire,-24.058 ,-67.760,2024-06-17,16:52:29,2024-06-17,20:52:29,245,km,2.7,Ml
30 km al NO de Quintero,-32.651 ,-71.815,2024-06-17,13:49:50,2024-06-17,17:49:50,30,km,3.4,Ml
36 km al NO de Los Vilos,-31.693 ,-71.796,2024-06-17,12:48:19,2024-06-17,16:48:19,17,km,3.2,Ml
27 km al NO de Los Vilos,-31.714 ,-71.680,2024-06-17,12:43:30,2024-06-17,16:43:30,32,km,3.4,Ml
32 km al N de Caldera,-26.784 ,-70.808,2024-06-17,12:24:43,2024-06-17,16:24:43,66,km,2.6,Ml
27 km al SO de Calama,-22.608 ,-69.150,2024-06-17,11:47:30,2024-06-17,15:47:30,116,km,2.8,Ml
20 km al E de Pica,-20.533 ,-69.142,2024-06-17,10:48:10,2024-06-17,14:48:10,116,km,3.1,Ml
43 km al NO de Patache,-20.637 ,-70.575,2024-06-17,09:17:31,2024-06-17,13:17:31,39,km,2.6,Ml
42 km al SE de Socaire,-23.925 ,-67.695,2024-06-17,09:09:13,2024-06-17,13:09:13,269,km,3.3,Ml
100 km al NE de Paihuano,-29.637 ,-69.589,2024-06-17,08:07:10,2024-06-17,12:07:10,144,km,4.2,Ml
54 km al SO de OllagÃ¼e,-21.600 ,-68.578,2024-06-17,07:09:04,2024-06-17,11:09:04,129,km,2.9,Ml
41 km al E de Los Andes,-32.807 ,-70.163,2024-06-17,05:46:42,2024-06-17,09:46:42,106,km,2.9,Ml
122 km al O de ConstituciÃ³n,-34.902 ,-73.649,2024-06-17,05:44:56,2024-06-17,09:44:56,13,km,3.0,Ml
83 km al E de Socaire,-23.352 ,-67.122,2024-06-17,05:41:54,2024-06-17,09:41:54,235,km,3.3,Ml
8 km al E de Los Ãngeles,-37.490 ,-72.261,2024-06-17,05:21:06,2024-06-17,09:21:06,83,km,3.2,Ml
82 km al SE de Socaire,-24.226 ,-67.484,2024-06-17,04:36:58,2024-06-17,08:36:58,214,km,4.2,Ml
46 km al SO de HornopirÃ©n,-42.193 ,-72.930,2024-06-17,02:35:35,2024-06-17,06:35:35,73,km,2.8,Ml
89 km al E de Paihuano,-30.072 ,-69.592,2024-06-17,02:01:02,2024-06-17,06:01:02,10,km,2.8,Ml
76 km al SE de Socaire,-24.068 ,-67.357,2024-06-17,01:34:23,2024-06-17,05:34:23,247,km,3.1,Ml
29 km al O de San JosÃ© de Maipo,-33.700 ,-70.656,2024-06-16,23:53:24,2024-06-17,03:53:24,28,km,2.5,Ml
36 km al SE de Pica,-20.640 ,-69.023,2024-06-16,22:13:07,2024-06-17,02:13:07,110,km,2.8,Ml
49 km al NE de OllagÃ¼e,-20.905 ,-67.929,2024-06-16,22:02:21,2024-06-17,02:02:21,171,km,2.9,Ml
