evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
52 km al SO de OllagÃ¼e,-21.635 ,-68.497,2024-06-16,18:57:20,2024-06-16,22:57:20,130,km,3.7,Ml
39 km al SE de Calama,-22.776 ,-68.745,2024-06-16,18:38:33,2024-06-16,22:38:33,121,km,2.7,Ml
79 km al S de Socaire,-24.283 ,-67.743,2024-06-16,18:26:43,2024-06-16,22:26:43,227,km,2.6,Ml
65 km al SO de OllagÃ¼e,-21.727 ,-68.584,2024-06-16,16:05:10,2024-06-16,20:05:10,124,km,2.8,Ml
130 km al E de OllagÃ¼e,-21.626 ,-67.076,2024-06-16,16:00:11,2024-06-16,20:00:11,248,km,3.2,Ml
45 km al SO de Putre,-18.454 ,-69.886,2024-06-16,14:19:02,2024-06-16,18:19:02,114,km,3.1,Ml
34 km al NO de Mina Collahuasi,-20.592 ,-68.868,2024-06-16,14:06:29,2024-06-16,18:06:29,113,km,3.9,Ml
29 km al N de Canela Baja,-31.146 ,-71.514,2024-06-16,13:56:31,2024-06-16,17:56:31,53,km,2.7,Ml
13 km al E de Los Vilos,-31.945 ,-71.375,2024-06-16,12:11:53,2024-06-16,16:11:53,28,km,2.7,Ml
47 km al S de Mina La Escondida,-24.678 ,-69.188,2024-06-16,11:38:38,2024-06-16,15:38:38,91,km,2.8,Ml
47 km al O de Mina Collahuasi,-20.885 ,-69.101,2024-06-16,11:13:28,2024-06-16,15:13:28,118,km,3.1,Ml
13 km al SE de Antofagasta,-23.752 ,-70.330,2024-06-16,11:12:12,2024-06-16,15:12:12,47,km,2.8,Ml
66 km al S de Socaire,-24.180 ,-67.845,2024-06-16,10:42:02,2024-06-16,14:42:02,235,km,2.9,Ml
57 km al S de Socaire,-24.086 ,-67.737,2024-06-16,10:13:55,2024-06-16,14:13:55,247,km,2.9,Ml
23 km al NE de Carrizal Bajo,-27.922 ,-71.004,2024-06-16,10:08:54,2024-06-16,14:08:54,41,km,2.7,Ml
1 km al N de La Serena,-29.893 ,-71.250,2024-06-16,09:04:56,2024-06-16,13:04:56,38,km,3.1,Ml
28 km al SO de Pichidangui,-32.266 ,-71.781,2024-06-16,08:36:41,2024-06-16,12:36:41,31,km,3.2,Ml
18 km al SO de Canela Baja,-31.551 ,-71.522,2024-06-16,08:31:56,2024-06-16,12:31:56,43,km,3.8,Ml
47 km al SO de Mina Collahuasi,-21.168 ,-68.928,2024-06-16,04:55:33,2024-06-16,08:55:33,107,km,2.6,Ml
36 km al SE de Sierra Gorda,-23.035 ,-69.000,2024-06-16,04:25:20,2024-06-16,08:25:20,108,km,2.6,Ml
16 km al SE de Carrizal Bajo,-28.195 ,-71.043,2024-06-16,01:36:25,2024-06-16,05:36:25,40,km,2.9,Ml
34 km al O de Sierra Gorda,-22.883 ,-69.648,2024-06-15,21:02:13,2024-06-16,01:02:13,85,km,2.6,Ml
51 km al SO de Pica,-20.830 ,-69.657,2024-06-15,20:49:44,2024-06-16,00:49:44,55,km,3.6,Ml
