evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al N de Paposo,-24.738 ,-70.532,2024-06-13,19:51:43,2024-06-13,23:51:43,53,km,2.7,Ml
32 km al NE de Quillagua,-21.442 ,-69.335,2024-06-13,19:29:40,2024-06-13,23:29:40,71,km,2.5,Ml
20 km al N de Cuya,-18.989 ,-70.136,2024-06-13,17:43:49,2024-06-13,21:43:49,40,km,2.9,Ml
26 km al NO de Putre,-18.009 ,-69.706,2024-06-13,16:56:19,2024-06-13,20:56:19,141,km,3.3,Ml
38 km al S de CamiÃ±a,-19.651 ,-69.494,2024-06-13,16:27:27,2024-06-13,20:27:27,112,km,3.8,Ml
62 km al S de Mina Collahuasi,-21.352 ,-68.851,2024-06-13,13:50:29,2024-06-13,17:50:29,106,km,3.2,Ml
69 km al SO de Arica,-18.743 ,-70.909,2024-06-13,05:32:18,2024-06-13,09:32:18,27,km,2.9,Ml
47 km al S de OllagÃ¼e,-21.618 ,-68.415,2024-06-13,05:23:42,2024-06-13,09:23:42,137,km,3.1,Ml
66 km al NE de Pica,-20.056 ,-68.900,2024-06-13,00:02:33,2024-06-13,04:02:33,109,km,3.1,Ml
73 km al NE de San Pedro de Atacama,-22.326 ,-67.896,2024-06-12,23:58:57,2024-06-13,03:58:57,183,km,3.8,Ml
13 km al S de San Antonio,-33.697 ,-71.653,2024-06-12,23:46:03,2024-06-13,03:46:03,34,km,2.6,Ml
45 km al NE de Quillagua,-21.361 ,-69.241,2024-06-12,20:58:45,2024-06-13,00:58:45,82,km,3.0,Ml
71 km al SE de Socaire,-24.142 ,-67.546,2024-06-12,20:48:05,2024-06-13,00:48:05,228,km,3.5,Ml
18 km al S de Parque Fray Jorge,-30.826 ,-71.648,2024-06-12,20:24:03,2024-06-13,00:24:03,31,km,3.4,Ml
22 km al NO de Socaire,-23.455 ,-68.049,2024-06-12,20:17:57,2024-06-13,00:17:57,110,km,2.9,Ml
15 km al S de La Serena,-30.031 ,-71.305,2024-06-12,20:14:08,2024-06-13,00:14:08,55,km,3.2,Ml
