evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al E de Sierra Gorda,-22.794 ,-69.035,2024-11-04,17:17:52,2024-11-04,20:17:52,107,km,2.5,Ml
87 km al O de Lebu,-37.599 ,-74.644,2024-11-04,17:01:29,2024-11-04,20:01:29,20,km,3.6,Ml
46 km al N de Calama,-22.076 ,-68.786,2024-11-04,16:38:12,2024-11-04,19:38:12,120,km,3.3,Ml
49 km al SO de Caldera,-27.385 ,-71.173,2024-11-04,13:26:21,2024-11-04,16:26:21,50,km,3.0,Ml
11 km al O de Visviri,-17.568 ,-69.586,2024-11-04,12:03:54,2024-11-04,15:03:54,164,km,4.1,Ml
63 km al NO de Parque Fray Jorge,-30.364 ,-72.237,2024-11-04,10:20:46,2024-11-04,13:20:46,36,km,3.1,Ml
31 km al NO de Mina Collahuasi,-20.577 ,-68.795,2024-11-04,07:00:01,2024-11-04,10:00:01,121,km,2.8,Ml
34 km al S de Mina Collahuasi,-21.135 ,-68.675,2024-11-04,06:35:09,2024-11-04,09:35:09,119,km,3.1,Ml
42 km al S de Pica,-20.859 ,-69.409,2024-11-04,06:17:04,2024-11-04,09:17:04,79,km,2.7,Ml
13 km al O de Tocopilla,-22.063 ,-70.327,2024-11-04,04:58:50,2024-11-04,07:58:50,16,km,3.0,Ml
49 km al E de Mina Los Pelambres,-31.691 ,-70.091,2024-11-04,01:08:09,2024-11-04,04:08:09,121,km,2.8,Ml
46 km al SO de Cami̱a,-19.607 ,-69.731,2024-11-04,00:50:03,2024-11-04,03:50:03,75,km,2.8,Ml
11 km al S de Parque Fray Jorge,-30.756 ,-71.656,2024-11-04,00:02:29,2024-11-04,03:02:29,28,km,2.8,Ml
62 km al SO de Mina La Escondida,-24.685 ,-69.470,2024-11-03,23:11:46,2024-11-04,02:11:46,93,km,3.3,Ml
16 km al NE de Calama,-22.357 ,-68.837,2024-11-03,22:23:06,2024-11-04,01:23:06,115,km,2.8,Ml
