evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
53 km al O de ValparaÃ­so,-33.075 ,-72.180,2024-11-07,20:38:13,2024-11-07,23:38:13,20,km,2.5,Ml
82 km al SE de Socaire,-24.155 ,-67.379,2024-11-07,20:27:23,2024-11-07,23:27:23,207,km,2.9,Ml
18 km al N de Cabrero,-36.875 ,-72.427,2024-11-07,19:10:49,2024-11-07,22:10:49,57,km,4.2,Ml
40 km al O de Visviri,-17.460 ,-69.830,2024-11-07,18:36:12,2024-11-07,21:36:12,157,km,4.4,Ml
31 km al SO de OllagÃ¼e,-21.456 ,-68.416,2024-11-07,16:41:01,2024-11-07,19:41:01,126,km,3.3,Ml
33 km al SE de Pica,-20.690 ,-69.097,2024-11-07,15:03:51,2024-11-07,18:03:51,91,km,2.9,Ml
94 km al NE de Los Andes,-32.380 ,-69.750,2024-11-07,14:49:46,2024-11-07,17:49:46,134,km,3.5,Ml
75 km al SE de Socaire,-24.125 ,-67.441,2024-11-07,13:17:31,2024-11-07,16:17:31,200,km,3.4,Ml
70 km al E de Mina La Escondida,-24.221 ,-68.367,2024-11-07,11:56:59,2024-11-07,14:56:59,146,km,4.7,Mw
57 km al S de CopiapÃ³,-27.873 ,-70.400,2024-11-07,09:43:09,2024-11-07,12:43:09,68,km,3.2,Ml
31 km al SE de Putre,-18.407 ,-69.372,2024-11-07,09:35:59,2024-11-07,12:35:59,112,km,2.6,Ml
14 km al NE de Pisagua,-19.526 ,-70.104,2024-11-07,07:20:20,2024-11-07,10:20:20,54,km,3.3,Ml
