evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
143 km al SE de Socaire,-24.401 ,-66.804,2023-05-05,18:37:17,2023-05-05,22:37:17,220,km,3.5,Ml
66 km al NO de La Higuera,-29.010 ,-71.561,2023-05-05,15:07:10,2023-05-05,19:07:10,49,km,3.7,Ml
142 km al SE de Tierra Amarilla,-28.156 ,-69.043,2023-05-05,13:47:28,2023-05-05,17:47:28,105,km,2.6,Ml
15 km al SO de Andacollo,-30.290 ,-71.226,2023-05-05,10:12:53,2023-05-05,14:12:53,60,km,3.1,Ml
121 km al S de Mendoza,-33.967 ,-68.930,2023-05-05,09:55:36,2023-05-05,13:55:36,24,km,3.1,Ml
30 km al SE de Los Andes.,-33.037 ,-70.391,2023-05-05,09:38:49,2023-05-05,13:38:49,104,km,2.8,Ml
80 km al NE de El Salvador,-25.722 ,-69.060,2023-05-05,07:46:31,2023-05-05,11:46:31,10,km,3.2,Ml
54 km al N de Mina La Escondida.,-23.787 ,-69.123,2023-05-05,07:42:45,2023-05-05,11:42:45,79,km,2.9,Ml
18 km al S de Los Vilos,-32.067 ,-71.463,2023-05-05,06:43:21,2023-05-05,10:43:21,49,km,2.6,Ml
30 km al SE de Mina Collahuasi,-21.075 ,-68.536,2023-05-05,05:30:22,2023-05-05,09:30:22,130,km,3.4,Ml
29 km al O de Cuya,-19.260 ,-70.430,2023-05-05,04:32:07,2023-05-05,08:32:07,56,km,2.8,Ml
37 km al O de Punitaqui,-30.873 ,-71.643,2023-05-05,02:23:52,2023-05-05,06:23:52,36,km,2.7,Ml
84 km al O de Arica,-18.521 ,-71.119,2023-05-05,01:35:13,2023-05-05,05:35:13,30,km,2.7,Ml
30 km al SE de Mina Collahuasi,-21.041 ,-68.483,2023-05-05,00:21:56,2023-05-05,04:21:56,132,km,2.8,Ml
47 km al SE de Putre,-18.539 ,-69.292,2023-05-05,00:11:23,2023-05-05,04:11:23,127,km,3.2,Ml
72 km al SE de CamiÃ±a,-19.867 ,-69.076,2023-05-05,00:00:14,2023-05-05,04:00:14,104,km,4.2,Ml
54 km al SO de OllagÃ¼e,-21.586 ,-68.596,2023-05-04,23:28:19,2023-05-05,03:28:19,119,km,3.4,Ml
28 km al O de Canela Baja,-31.503 ,-71.730,2023-05-04,23:18:02,2023-05-05,03:18:02,33,km,2.5,Ml
54 km al SO de Los Vilos,-32.286 ,-71.873,2023-05-04,22:40:50,2023-05-05,02:40:50,20,km,2.5,Ml
135 km al O de TirÃºa,-38.403 ,-75.043,2023-05-04,21:39:40,2023-05-05,01:39:40,33,km,3.3,Ml
68 km al E de Socaire,-23.703 ,-67.229,2023-05-04,21:20:42,2023-05-05,01:20:42,229,km,3.7,Ml
