evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
59 km al SE de Socaire,-23.992 ,-67.512,2023-05-31,16:49:19,2023-05-31,20:49:19,234,km,2.9,Ml
39 km al NO de Baquedano,-23.010 ,-69.985,2023-05-31,16:24:17,2023-05-31,20:24:17,41,km,2.8,Ml
28 km al S de Mina Collahuasi,-21.080 ,-68.677,2023-05-31,15:37:32,2023-05-31,19:37:32,129,km,2.7,Ml
78 km al NO de Tongoy,-29.945 ,-72.218,2023-05-31,15:18:42,2023-05-31,19:18:42,36,km,2.7,Ml
44 km al SE de Alto del Carmen,-29.045 ,-70.175,2023-05-31,15:11:53,2023-05-31,19:11:53,125,km,2.6,Ml
74 km al E de Socaire,-23.365 ,-67.203,2023-05-31,13:20:51,2023-05-31,17:20:51,209,km,3.5,Ml
21 km al N de CamiÃ±a,-19.134 ,-69.491,2023-05-31,11:53:56,2023-05-31,15:53:56,94,km,2.9,Ml
20 km al E de Pica,-20.536 ,-69.142,2023-05-31,11:16:34,2023-05-31,15:16:34,106,km,2.9,Ml
57 km al E de Mina La Escondida.,-24.253 ,-68.498,2023-05-31,05:36:27,2023-05-31,09:36:27,279,km,3.1,Ml
62 km al SO de Alto Hospicio,-20.643 ,-70.547,2023-05-31,05:06:31,2023-05-31,09:06:31,41,km,3.4,Ml
36 km al NE de Termas del Flaco,-34.666 ,-70.273,2023-05-31,04:49:39,2023-05-31,08:49:39,139,km,2.6,Ml
40 km al S de Alto Hospicio,-20.612 ,-69.992,2023-05-31,04:48:32,2023-05-31,08:48:32,28,km,2.8,Ml
51 km al SO de San Pedro de Atacama,-23.132 ,-68.637,2023-05-31,04:46:49,2023-05-31,08:46:49,105,km,2.8,Ml
36 km al S de Mina Collahuasi,-21.145 ,-68.597,2023-05-31,04:34:18,2023-05-31,08:34:18,129,km,2.8,Ml
51 km al E de Mina Los Pelambres,-31.976 ,-70.080,2023-05-31,04:30:56,2023-05-31,08:30:56,130,km,3.5,Ml
80 km al NE de San Pedro de Atacama,-22.322 ,-67.767,2023-05-31,04:17:44,2023-05-31,08:17:44,193,km,2.8,Ml
163 km al O de Cobquecura,-35.567 ,-74.460,2023-05-31,02:19:38,2023-05-31,06:19:38,11,km,3.2,Ml
44 km al NO de Putre,-17.886 ,-69.825,2023-05-31,01:23:23,2023-05-31,05:23:23,138,km,2.8,Ml
52 km al NO de ConstituciÃ³n,-34.923 ,-72.682,2023-05-31,01:19:52,2023-05-31,05:19:52,21,km,2.8,Ml
26 km al NO de Mina Collahuasi,-20.720 ,-68.882,2023-05-30,21:55:36,2023-05-31,01:55:36,106,km,2.8,Ml
12 km al NO de La Higuera,-29.465 ,-71.311,2023-05-30,21:18:03,2023-05-31,01:18:03,52,km,2.7,Ml
35 km al SE de Pica,-20.697 ,-69.077,2023-05-30,20:20:47,2023-05-31,00:20:47,94,km,2.7,Ml
