evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
36 km al SE de Pica,-20.781 ,-69.188,2023-05-19,19:37:57,2023-05-19,23:37:57,109,km,2.6,Ml
81 km al E de Mina La Escondida.,-24.391 ,-68.267,2023-05-19,18:31:31,2023-05-19,22:31:31,262,km,3.6,Ml
118 km al SE de Socaire,-24.487 ,-67.269,2023-05-19,17:54:34,2023-05-19,21:54:34,173,km,4.4,Mw
11 km al O de Ovalle,-30.604 ,-71.313,2023-05-19,15:38:23,2023-05-19,19:38:23,68,km,4.7,Ml
56 km al N de Calama,-21.983 ,-68.774,2023-05-19,12:53:20,2023-05-19,16:53:20,117,km,2.8,Ml
53 km al SE de San Jos̩ de Maipo,-34.067 ,-70.091,2023-05-19,11:02:18,2023-05-19,15:02:18,4,km,2.9,Ml
46 km al SO de Cha̱aral.,-26.644 ,-70.942,2023-05-19,07:23:52,2023-05-19,11:23:52,29,km,2.9,Ml
64 km al NE de Calama,-21.943 ,-68.681,2023-05-19,04:37:12,2023-05-19,08:37:12,120,km,2.9,Ml
22 km al SO de Los Andes.,-32.982 ,-70.758,2023-05-19,03:34:31,2023-05-19,07:34:31,74,km,3.3,Ml
104 km al NE de San Pedro de Atacama,-22.105 ,-67.697,2023-05-19,00:51:45,2023-05-19,04:51:45,195,km,4.0,Ml
35 km al NE de Pica,-20.322 ,-69.050,2023-05-18,23:58:42,2023-05-19,03:58:42,98,km,4.7,Mw
31 km al O de La Serena,-29.868 ,-71.571,2023-05-18,22:28:36,2023-05-19,02:28:36,42,km,3.6,Ml
16 km al S de La Higuera,-29.648 ,-71.155,2023-05-18,22:16:03,2023-05-19,02:16:03,50,km,2.8,Ml
