evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
140 km al O de ToltÃ©n,-39.170 ,-74.795,2023-05-02,19:41:57,2023-05-02,23:41:57,18,km,2.7,Ml
23 km al O de Ovalle,-30.564 ,-71.441,2023-05-02,19:22:20,2023-05-02,23:22:20,72,km,2.6,Ml
644 km al O de Cobquecura,-33.768 ,-79.250,2023-05-02,18:15:25,2023-05-02,22:15:25,2,km,4.1,Ml
35 km al NO de El Tabo,-33.309 ,-72.000,2023-05-02,17:24:05,2023-05-02,21:24:05,35,km,3.2,Ml
74 km al SO de OllagÃ¼e,-21.789 ,-68.627,2023-05-02,17:21:37,2023-05-02,21:21:37,128,km,3.6,Ml
19 km al NE de Sierra Gorda.,-22.828 ,-69.152,2023-05-02,14:38:03,2023-05-02,18:38:03,80,km,2.8,Ml
50 km al SO de Mina Collahuasi,-21.107 ,-69.038,2023-05-02,10:15:51,2023-05-02,14:15:51,114,km,3.1,Ml
66 km al NO de La Higuera,-29.021 ,-71.580,2023-05-02,09:55:53,2023-05-02,13:55:53,47,km,4.4,Mw
38 km al O de Mina Collahuasi,-20.760 ,-69.013,2023-05-02,08:26:12,2023-05-02,12:26:12,100,km,2.8,Ml
30 km al N de Calama,-22.212 ,-68.839,2023-05-02,06:48:59,2023-05-02,10:48:59,110,km,3.0,Ml
18 km al N de Tongoy,-30.095 ,-71.512,2023-05-01,23:47:39,2023-05-02,03:47:39,35,km,3.0,Ml
16 km al E de La Ligua,-32.444 ,-71.059,2023-05-01,23:05:52,2023-05-02,03:05:52,56,km,3.6,Ml
24 km al SO de Tongoy,-30.424 ,-71.653,2023-05-01,22:30:10,2023-05-02,02:30:10,33,km,3.8,Ml
