evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
143 km al NO de ConstituciÃ³n,-34.718 ,-73.787,2023-05-18,17:00:44,2023-05-18,21:00:44,10,km,3.4,Ml
74 km al N de Calama,-21.834 ,-68.709,2023-05-18,14:02:51,2023-05-18,18:02:51,115,km,2.5,Ml
112 km al SE de Socaire,-24.441 ,-67.309,2023-05-18,13:43:24,2023-05-18,17:43:24,194,km,3.6,Ml
6 km al O de La Ligua,-32.435 ,-71.292,2023-05-18,08:47:38,2023-05-18,12:47:38,39,km,3.2,Ml
110 km al SE de Socaire,-24.133 ,-66.991,2023-05-18,05:59:47,2023-05-18,09:59:47,203,km,3.5,Ml
25 km al E de Navidad,-33.960 ,-71.558,2023-05-18,04:34:27,2023-05-18,08:34:27,53,km,3.1,Ml
69 km al NO de Tongoy,-29.839 ,-72.027,2023-05-18,02:22:06,2023-05-18,06:22:06,48,km,3.1,Ml
68 km al SO de OllagÃ¼e,-21.511 ,-68.836,2023-05-17,23:26:55,2023-05-18,03:26:55,88,km,2.8,Ml
10 km al S de Calama,-22.558 ,-68.942,2023-05-17,22:13:44,2023-05-18,02:13:44,91,km,2.9,Ml
5 km al SO de Punitaqui,-30.855 ,-71.303,2023-05-17,21:17:50,2023-05-18,01:17:50,58,km,2.8,Ml
