evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
68 km al SE de Socaire,-23.881 ,-67.302,2023-05-14,19:15:34,2023-05-14,23:15:34,249,km,3.0,Ml
20 km al E de Pichilemu,-34.392 ,-71.791,2023-05-14,18:23:37,2023-05-14,22:23:37,53,km,2.8,Ml
67 km al SO de Socaire,-24.086 ,-68.264,2023-05-14,17:55:17,2023-05-14,21:55:17,176,km,4.0,Ml
74 km al S de Socaire,-24.230 ,-68.082,2023-05-14,17:28:56,2023-05-14,21:28:56,247,km,3.4,Ml
73 km al SE de Socaire,-24.151 ,-67.515,2023-05-14,17:17:14,2023-05-14,21:17:14,240,km,4.0,Ml
69 km al SE de Socaire,-24.151 ,-67.605,2023-05-14,16:23:47,2023-05-14,20:23:47,223,km,2.7,Ml
118 km al O de El Tabo,-33.198 ,-72.899,2023-05-14,16:17:07,2023-05-14,20:17:07,33,km,3.9,Ml
18 km al SO de Punitaqui,-30.943 ,-71.397,2023-05-14,14:58:27,2023-05-14,18:58:27,50,km,3.2,Ml
14 km al NO de Andacollo,-30.118 ,-71.152,2023-05-14,14:50:19,2023-05-14,18:50:19,69,km,2.5,Ml
29 km al SO de Arica,-18.651 ,-70.532,2023-05-14,13:48:32,2023-05-14,17:48:32,34,km,2.8,Ml
58 km al SO de Lebu,-37.867 ,-74.236,2023-05-14,12:49:57,2023-05-14,16:49:57,38,km,2.8,Ml
17 km al NE de La Higuera,-29.373 ,-71.139,2023-05-14,12:24:03,2023-05-14,16:24:03,48,km,2.6,Ml
23 km al SE de CuricÃ³,-35.136 ,-71.066,2023-05-14,11:21:28,2023-05-14,15:21:28,97,km,2.9,Ml
77 km al SE de Socaire,-24.130 ,-67.424,2023-05-14,10:16:05,2023-05-14,14:16:05,248,km,3.3,Ml
65 km al NE de Socaire,-23.277 ,-67.349,2023-05-14,09:45:40,2023-05-14,13:45:40,259,km,2.9,Ml
26 km al SO de OllagÃ¼e,-21.387 ,-68.433,2023-05-14,09:01:43,2023-05-14,13:01:43,130,km,3.1,Ml
62 km al SE de Socaire,-23.843 ,-67.352,2023-05-14,08:47:42,2023-05-14,12:47:42,232,km,2.9,Ml
63 km al SE de Socaire,-24.117 ,-67.663,2023-05-14,07:32:24,2023-05-14,11:32:24,257,km,3.0,Ml
13 km al N de Calama,-22.357 ,-68.964,2023-05-14,07:15:25,2023-05-14,11:15:25,108,km,2.8,Ml
62 km al SE de Socaire,-23.964 ,-67.442,2023-05-14,06:05:13,2023-05-14,10:05:13,254,km,3.3,Ml
61 km al SE de Socaire,-23.970 ,-67.456,2023-05-14,05:27:39,2023-05-14,09:27:39,240,km,3.7,Ml
57 km al S de Alto Hospicio,-20.752 ,-70.280,2023-05-14,04:15:22,2023-05-14,08:15:22,33,km,2.6,Ml
51 km al E de El Salvador,-26.273 ,-69.105,2023-05-14,04:06:12,2023-05-14,08:06:12,96,km,2.7,Ml
20 km al SO de Mina Los Pelambres,-31.943 ,-70.749,2023-05-14,03:50:16,2023-05-14,07:50:16,105,km,2.5,Ml
59 km al SO de OllagÃ¼e,-21.635 ,-68.617,2023-05-14,03:15:13,2023-05-14,07:15:13,105,km,2.5,Ml
51 km al S de CamiÃ±a,-19.771 ,-69.421,2023-05-13,22:54:54,2023-05-14,02:54:54,103,km,2.5,Ml
125 km al SE de Socaire,-24.305 ,-66.941,2023-05-13,22:05:19,2023-05-14,02:05:19,216,km,4.1,Ml
20 km al SO de Laja,-37.387 ,-72.906,2023-05-13,20:40:04,2023-05-14,00:40:04,43,km,2.9,Ml
41 km al E de CamiÃ±a,-19.420 ,-69.048,2023-05-13,20:23:19,2023-05-14,00:23:19,119,km,2.5,Ml
74 km al SE de Socaire,-24.168 ,-67.538,2023-05-13,20:04:21,2023-05-14,00:04:21,229,km,3.1,Ml
