evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
75 km al NE de Mina La Escondida.,-23.653 ,-68.759,2023-05-17,19:30:37,2023-05-17,23:30:37,95,km,3.0,Ml
33 km al N de Rancagua,-33.880 ,-70.815,2023-05-17,18:43:43,2023-05-17,22:43:43,82,km,3.2,Ml
25 km al SE de Sierra Gorda.,-23.047 ,-69.134,2023-05-17,17:14:12,2023-05-17,21:14:12,101,km,3.5,Ml
4 km al SE de Calama,-22.499 ,-68.901,2023-05-17,11:56:28,2023-05-17,15:56:28,99,km,2.6,Ml
26 km al S de Melipilla,-33.911 ,-71.283,2023-05-17,11:51:55,2023-05-17,15:51:55,64,km,2.9,Ml
48 km al S de CamiÃ±a,-19.729 ,-69.293,2023-05-17,11:40:42,2023-05-17,15:40:42,95,km,2.8,Ml
67 km al SE de Socaire,-24.089 ,-67.517,2023-05-17,07:24:53,2023-05-17,11:24:53,202,km,3.2,Ml
38 km al E de Socaire,-23.670 ,-67.525,2023-05-17,07:07:30,2023-05-17,11:07:30,258,km,3.6,Ml
66 km al NO de La Higuera,-29.037 ,-71.614,2023-05-17,05:50:45,2023-05-17,09:50:45,23,km,2.7,Ml
57 km al NE de Los Andes.,-32.374 ,-70.336,2023-05-17,05:21:51,2023-05-17,09:21:51,127,km,3.6,Ml
44 km al O de OllagÃ¼e,-21.286 ,-68.677,2023-05-17,05:11:49,2023-05-17,09:11:49,116,km,2.5,Ml
56 km al N de Calama,-21.996 ,-68.747,2023-05-17,05:04:41,2023-05-17,09:04:41,133,km,3.5,Ml
17 km al S de Punitaqui,-30.977 ,-71.315,2023-05-17,04:54:15,2023-05-17,08:54:15,70,km,2.9,Ml
20 km al O de Socaire,-23.632 ,-68.080,2023-05-17,02:29:59,2023-05-17,06:29:59,291,km,2.6,Ml
43 km al NE de TirÃºa,-38.053 ,-73.167,2023-05-17,00:55:37,2023-05-17,04:55:37,35,km,2.8,Ml
12 km al SE de Calama,-22.558 ,-68.868,2023-05-16,23:37:10,2023-05-17,03:37:10,86,km,2.8,Ml
53 km al SO de Mina Collahuasi,-21.261 ,-68.863,2023-05-16,22:47:44,2023-05-17,02:47:44,117,km,2.7,Ml
14 km al N de Huasco,-28.338 ,-71.248,2023-05-16,21:50:09,2023-05-17,01:50:09,29,km,2.7,Ml
25 km al SO de Los Andes.,-32.976 ,-70.802,2023-05-16,20:13:36,2023-05-17,00:13:36,78,km,2.7,Ml
