evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
58 km al N de Calama,-21.951 ,-68.866,2023-11-11,20:15:22,2023-11-11,23:15:22,126,km,4.7,Mw
24 km al S de Quillagua,-21.872 ,-69.589,2023-11-11,18:51:30,2023-11-11,21:51:30,74,km,3.7,Ml
45 km al NO de Socaire,-23.387 ,-68.273,2023-11-11,18:06:24,2023-11-11,21:06:24,117,km,2.5,Ml
77 km al NE de Calama,-21.866 ,-68.558,2023-11-11,17:11:59,2023-11-11,20:11:59,129,km,2.9,Ml
113 km al O de Tocopilla,-22.343 ,-71.262,2023-11-11,14:48:27,2023-11-11,17:48:27,34,km,3.0,Ml
58 km al S de OllagÃ¼e,-21.719 ,-68.445,2023-11-11,14:43:42,2023-11-11,17:43:42,125,km,2.8,Ml
54 km al S de Mina Collahuasi,-21.298 ,-68.766,2023-11-11,14:42:31,2023-11-11,17:42:31,109,km,2.9,Ml
19 km al SE de Los Andes.,-32.913 ,-70.419,2023-11-11,13:12:10,2023-11-11,16:12:10,99,km,3.0,Ml
23 km al E de La Serena,-29.843 ,-71.027,2023-11-11,12:26:54,2023-11-11,15:26:54,70,km,2.7,Ml
68 km al NE de San Pedro de Atacama,-22.364 ,-67.931,2023-11-11,10:00:28,2023-11-11,13:00:28,235,km,2.9,Ml
91 km al E de Tierra Amarilla,-27.584 ,-69.347,2023-11-11,08:51:24,2023-11-11,11:51:24,120,km,2.8,Ml
50 km al SO de San Pedro de Atacama,-23.132 ,-68.627,2023-11-11,07:00:14,2023-11-11,10:00:14,109,km,3.6,Ml
96 km al E de Socaire,-23.857 ,-66.994,2023-11-11,05:31:16,2023-11-11,08:31:16,175,km,3.8,Ml
54 km al SO de San Pedro de Atacama,-23.294 ,-68.544,2023-11-11,05:25:08,2023-11-11,08:25:08,122,km,4.4,Ml
54 km al NE de Calama,-22.080 ,-68.619,2023-11-11,04:12:37,2023-11-11,07:12:37,22,km,2.8,Ml
34 km al O de CuricÃ³,-34.956 ,-71.611,2023-11-11,04:03:35,2023-11-11,07:03:35,45,km,4.1,Ml
19 km al NO de La Serena,-29.783 ,-71.396,2023-11-11,01:05:23,2023-11-11,04:05:23,79,km,2.8,Ml
105 km al SE de Socaire,-24.264 ,-67.170,2023-11-10,23:41:19,2023-11-11,02:41:19,181,km,4.0,Ml
152 km al NO de Cobquecura,-35.265 ,-74.096,2023-11-10,22:59:14,2023-11-11,01:59:14,25,km,3.1,Ml
33 km al SE de Sierra Gorda.,-23.123 ,-69.108,2023-11-10,22:44:00,2023-11-11,01:44:00,92,km,3.0,Ml
32 km al N de Tocopilla,-21.817 ,-70.281,2023-11-10,22:04:34,2023-11-11,01:04:34,20,km,2.5,Ml
