evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
63 km al S de Socaire,-24.142 ,-67.756,2023-11-30,19:17:33,2023-11-30,22:17:33,255,km,3.3,Ml
25 km al N de Iquique,-19.994 ,-70.086,2023-11-30,15:17:07,2023-11-30,18:17:07,50,km,2.6,Ml
59 km al SO de Los Vilos,-32.318 ,-71.911,2023-11-30,15:03:21,2023-11-30,18:03:21,28,km,2.7,Ml
37 km al E de OllagÃ¼e,-21.251 ,-67.897,2023-11-30,14:14:25,2023-11-30,17:14:25,198,km,3.9,Ml
41 km al S de Putre,-18.545 ,-69.433,2023-11-30,12:59:18,2023-11-30,15:59:18,110,km,2.7,Ml
34 km al E de Pica,-20.534 ,-69.002,2023-11-30,12:53:23,2023-11-30,15:53:23,115,km,3.3,Ml
19 km al NO de Taltal,-25.317 ,-70.648,2023-11-30,12:15:04,2023-11-30,15:15:04,51,km,2.9,Ml
24 km al E de Pica,-20.457 ,-69.105,2023-11-30,11:38:02,2023-11-30,14:38:02,89,km,3.0,Ml
73 km al SO de Huasco,-28.986 ,-71.672,2023-11-30,11:18:33,2023-11-30,14:18:33,54,km,3.2,Ml
40 km al NE de Calama,-22.169 ,-68.714,2023-11-30,11:11:46,2023-11-30,14:11:46,122,km,2.7,Ml
27 km al NO de Mina Collahuasi,-20.698 ,-68.873,2023-11-30,10:20:23,2023-11-30,13:20:23,99,km,2.6,Ml
53 km al O de OllagÃ¼e,-21.341 ,-68.751,2023-11-30,07:07:47,2023-11-30,10:07:47,112,km,2.7,Ml
42 km al S de Socaire,-23.965 ,-67.848,2023-11-30,05:58:42,2023-11-30,08:58:42,256,km,3.3,Ml
33 km al SE de OllagÃ¼e,-21.412 ,-68.002,2023-11-30,04:22:37,2023-11-30,07:22:37,162,km,4.5,Mw
67 km al NO de Tongoy,-29.859 ,-72.015,2023-11-30,03:07:24,2023-11-30,06:07:24,38,km,3.2,Ml
68 km al S de Socaire,-24.172 ,-68.083,2023-11-30,02:19:26,2023-11-30,05:19:26,260,km,2.9,Ml
28 km al SE de Calama,-22.644 ,-68.727,2023-11-30,01:27:48,2023-11-30,04:27:48,104,km,2.5,Ml
47 km al O de Antofagasta,-23.778 ,-70.845,2023-11-30,00:29:58,2023-11-30,03:29:58,30,km,3.7,Ml
43 km al S de Mina Collahuasi,-21.217 ,-68.676,2023-11-30,00:13:55,2023-11-30,03:13:55,114,km,2.8,Ml
48 km al S de Mina Collahuasi,-21.241 ,-68.775,2023-11-30,00:05:38,2023-11-30,03:05:38,114,km,4.6,Mw
