evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
10 km al S de San Antonio,-33.675 ,-71.612,2023-11-04,18:41:20,2023-11-04,21:41:20,40,km,2.6,Ml
42 km al O de OllagÃ¼e,-21.252 ,-68.653,2023-11-04,18:38:03,2023-11-04,21:38:03,108,km,2.5,Ml
74 km al SO de OllagÃ¼e,-21.832 ,-68.538,2023-11-04,18:28:24,2023-11-04,21:28:24,116,km,2.6,Ml
143 km al O de TirÃºa,-38.705 ,-75.066,2023-11-04,18:12:08,2023-11-04,21:12:08,27,km,3.1,Ml
17 km al SO de CamiÃ±a,-19.389 ,-69.566,2023-11-04,17:52:01,2023-11-04,20:52:01,88,km,3.0,Ml
67 km al SO de OllagÃ¼e,-21.763 ,-68.550,2023-11-04,14:08:41,2023-11-04,17:08:41,114,km,2.7,Ml
65 km al NE de Calama,-21.942 ,-68.667,2023-11-04,13:37:22,2023-11-04,16:37:22,112,km,3.1,Ml
75 km al S de Socaire,-24.265 ,-67.829,2023-11-04,12:18:45,2023-11-04,15:18:45,235,km,3.5,Ml
52 km al N de Pica,-20.048 ,-69.165,2023-11-04,10:02:52,2023-11-04,13:02:52,92,km,3.1,Ml
27 km al S de Punitaqui,-31.063 ,-71.325,2023-11-04,09:43:31,2023-11-04,12:43:31,64,km,2.8,Ml
48 km al SE de Pica,-20.889 ,-69.161,2023-11-04,09:25:17,2023-11-04,12:25:17,106,km,2.8,Ml
42 km al SO de Mina Collahuasi,-21.166 ,-68.830,2023-11-04,08:34:18,2023-11-04,11:34:18,114,km,3.0,Ml
56 km al N de Calama,-21.979 ,-68.796,2023-11-03,23:29:14,2023-11-04,02:29:14,127,km,3.2,Ml
