evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
56 km al NE de Calama,-22.016 ,-68.694,2023-11-17,20:45:57,2023-11-17,23:45:57,130,km,3.4,Ml
13 km al O de Punitaqui,-30.802 ,-71.388,2023-11-17,20:33:45,2023-11-17,23:33:45,59,km,2.6,Ml
72 km al NE de Calama,-21.930 ,-68.538,2023-11-17,17:02:15,2023-11-17,20:02:15,132,km,2.8,Ml
18 km al SO de Melipilla,-33.805 ,-71.349,2023-11-17,15:38:19,2023-11-17,18:38:19,45,km,2.6,Ml
45 km al S de OllagÃ¼e,-21.616 ,-68.352,2023-11-17,14:51:46,2023-11-17,17:51:46,130,km,3.3,Ml
48 km al E de Sierra Gorda.,-23.047 ,-68.873,2023-11-17,13:50:35,2023-11-17,16:50:35,96,km,4.1,Ml
50 km al SO de Pica,-20.749 ,-69.721,2023-11-17,11:11:28,2023-11-17,14:11:28,85,km,2.7,Ml
147 km al O de ConstituciÃ³n,-35.239 ,-74.028,2023-11-17,11:03:08,2023-11-17,14:03:08,25,km,3.0,Ml
17 km al E de San Fernando,-34.555 ,-70.811,2023-11-17,09:56:47,2023-11-17,12:56:47,95,km,3.1,Ml
39 km al O de La Ligua,-32.452 ,-71.646,2023-11-17,09:36:37,2023-11-17,12:36:37,38,km,3.2,Ml
39 km al NO de Quillagua,-21.453 ,-69.838,2023-11-17,09:24:45,2023-11-17,12:24:45,35,km,2.7,Ml
31 km al NE de Calama,-22.280 ,-68.713,2023-11-17,08:37:07,2023-11-17,11:37:07,136,km,3.0,Ml
61 km al SO de OllagÃ¼e,-21.717 ,-68.506,2023-11-17,07:17:09,2023-11-17,10:17:09,129,km,3.7,Ml
44 km al SO de Mina Collahuasi,-21.080 ,-68.978,2023-11-17,06:10:56,2023-11-17,09:10:56,108,km,2.9,Ml
29 km al SE de Pica,-20.625 ,-69.089,2023-11-17,05:54:17,2023-11-17,08:54:17,91,km,3.1,Ml
52 km al SO de Huasco,-28.840 ,-71.541,2023-11-17,05:32:21,2023-11-17,08:32:21,44,km,2.5,Ml
78 km al N de Calama,-21.805 ,-68.697,2023-11-17,05:26:27,2023-11-17,08:26:27,117,km,3.0,Ml
17 km al SO de Calama,-22.585 ,-69.040,2023-11-17,05:12:38,2023-11-17,08:12:38,121,km,2.9,Ml
39 km al E de Pica,-20.354 ,-68.984,2023-11-17,05:03:59,2023-11-17,08:03:59,101,km,2.5,Ml
48 km al SO de Putre,-18.553 ,-69.823,2023-11-17,04:50:25,2023-11-17,07:50:25,109,km,3.7,Ml
76 km al SE de Socaire,-23.919 ,-67.241,2023-11-17,04:48:44,2023-11-17,07:48:44,230,km,3.8,Ml
13 km al NO de El Tabo,-33.351 ,-71.730,2023-11-17,01:53:20,2023-11-17,04:53:20,31,km,3.4,Ml
