evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
56 km al NE de Pica,-20.060 ,-69.051,2023-11-24,20:47:12,2023-11-24,23:47:12,101,km,2.7,Ml
27 km al N de Calama,-22.231 ,-68.879,2023-11-24,20:44:28,2023-11-24,23:44:28,110,km,2.5,Ml
28 km al O de OllagÃ¼e,-21.141 ,-68.511,2023-11-24,20:30:54,2023-11-24,23:30:54,135,km,3.0,Ml
89 km al NO de Quillagua,-21.144 ,-70.191,2023-11-24,20:17:16,2023-11-24,23:17:16,35,km,2.7,Ml
56 km al N de Mejillones,-22.603 ,-70.366,2023-11-24,18:51:11,2023-11-24,21:51:11,24,km,2.9,Ml
74 km al S de Ilo,-18.287 ,-71.151,2023-11-24,15:54:13,2023-11-24,18:54:13,34,km,2.9,Ml
15 km al E de Linares,-35.802 ,-71.443,2023-11-24,15:46:28,2023-11-24,18:46:28,92,km,4.0,Ml
26 km al O de La Ligua,-32.387 ,-71.500,2023-11-24,15:30:17,2023-11-24,18:30:17,45,km,2.9,Ml
99 km al SE de OllagÃ¼e,-21.787 ,-67.514,2023-11-24,14:19:53,2023-11-24,17:19:53,243,km,3.6,Ml
62 km al SO de Mina Collahuasi,-21.280 ,-69.007,2023-11-24,13:13:41,2023-11-24,16:13:41,115,km,3.7,Ml
39 km al S de Mina Collahuasi,-21.171 ,-68.734,2023-11-24,09:14:45,2023-11-24,12:14:45,125,km,3.5,Ml
99 km al O de Pisagua,-19.937 ,-71.084,2023-11-24,08:39:35,2023-11-24,11:39:35,36,km,3.1,Ml
4 km al S de Socaire,-23.622 ,-67.902,2023-11-24,08:32:43,2023-11-24,11:32:43,298,km,3.5,Ml
60 km al NO de Lebu,-37.190 ,-74.085,2023-11-24,08:21:27,2023-11-24,11:21:27,30,km,3.0,Ml
23 km al NO de Canela Baja,-31.252 ,-71.634,2023-11-24,07:53:41,2023-11-24,10:53:41,46,km,2.6,Ml
7 km al S de La Higuera,-29.571 ,-71.219,2023-11-24,07:42:00,2023-11-24,10:42:00,54,km,3.0,Ml
56 km al N de Calama,-21.990 ,-68.751,2023-11-24,07:13:12,2023-11-24,10:13:12,120,km,2.9,Ml
62 km al O de Los Vilos,-31.691 ,-72.109,2023-11-24,07:09:49,2023-11-24,10:09:49,33,km,3.1,Ml
56 km al NO de Los Vilos,-31.690 ,-72.039,2023-11-24,07:05:23,2023-11-24,10:05:23,36,km,3.2,Ml
18 km al SE de Sierra Gorda.,-23.035 ,-69.227,2023-11-24,03:44:28,2023-11-24,06:44:28,93,km,2.8,Ml
73 km al S de OllagÃ¼e,-21.845 ,-68.470,2023-11-24,01:49:09,2023-11-24,04:49:09,126,km,3.5,Ml
54 km al O de Los Vilos,-31.700 ,-72.027,2023-11-24,00:32:58,2023-11-24,03:32:58,33,km,2.7,Ml
28 km al NO de Curarrehue,-39.137 ,-71.734,2023-11-23,23:30:35,2023-11-24,02:30:35,117,km,3.1,Ml
25 km al SO de Los Vilos,-32.119 ,-71.615,2023-11-23,21:13:37,2023-11-24,00:13:37,32,km,2.5,Ml
