evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
25 km al NE de Puelo,-41.479 ,-72.127,2023-11-05,20:03:18,2023-11-05,23:03:18,138,km,3.1,Ml
19 km al E de CuricÃ³,-34.952 ,-71.032,2023-11-05,19:10:58,2023-11-05,22:10:58,92,km,2.5,Ml
13 km al E de Pica,-20.492 ,-69.204,2023-11-05,18:39:21,2023-11-05,21:39:21,89,km,2.6,Ml
41 km al SE de Sierra Gorda.,-23.133 ,-69.003,2023-11-05,15:22:18,2023-11-05,18:22:18,112,km,3.0,Ml
18 km al E de Talca,-35.476 ,-71.475,2023-11-05,14:11:23,2023-11-05,17:11:23,90,km,3.3,Ml
39 km al SO de Mina Collahuasi,-21.153 ,-68.796,2023-11-05,13:49:55,2023-11-05,16:49:55,109,km,2.6,Ml
3 km al E de Iquique,-20.218 ,-70.128,2023-11-05,12:48:11,2023-11-05,15:48:11,51,km,3.2,Ml
45 km al NE de Pica,-20.252 ,-68.978,2023-11-05,11:25:34,2023-11-05,14:25:34,119,km,3.6,Ml
40 km al O de Mina Collahuasi,-20.878 ,-69.036,2023-11-05,10:56:03,2023-11-05,13:56:03,110,km,2.7,Ml
107 km al SE de Socaire,-24.346 ,-67.234,2023-11-05,10:48:52,2023-11-05,13:48:52,198,km,4.4,Mw
40 km al SO de OllagÃ¼e,-21.546 ,-68.417,2023-11-05,10:23:31,2023-11-05,13:23:31,129,km,3.5,Ml
60 km al S de Socaire,-24.106 ,-67.718,2023-11-05,10:19:46,2023-11-05,13:19:46,242,km,3.4,Ml
48 km al SO de OllagÃ¼e,-21.567 ,-68.543,2023-11-05,10:04:31,2023-11-05,13:04:31,111,km,2.9,Ml
45 km al O de La Ligua,-32.568 ,-71.686,2023-11-05,09:25:53,2023-11-05,12:25:53,38,km,3.4,Ml
57 km al N de El Salvador,-25.731 ,-69.595,2023-11-05,08:08:20,2023-11-05,11:08:20,16,km,3.7,Ml
70 km al N de Huasco,-27.851 ,-71.055,2023-11-05,05:45:25,2023-11-05,08:45:25,46,km,2.8,Ml
29 km al N de Calama,-22.216 ,-68.989,2023-11-05,00:26:26,2023-11-05,03:26:26,121,km,3.2,Ml
34 km al NO de Quillagua,-21.524 ,-69.832,2023-11-04,21:33:53,2023-11-05,00:33:53,51,km,2.6,Ml
8 km al NE de Lebu,-37.556 ,-73.596,2023-11-04,21:14:17,2023-11-05,00:14:17,15,km,2.8,Ml
