evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
6 km al O de La Serena,-29.903 ,-71.316,2023-11-23,20:56:46,2023-11-23,23:56:46,48,km,2.8,Ml
52 km al SO de OllagÃ¼e,-21.645 ,-68.480,2023-11-23,18:27:12,2023-11-23,21:27:12,134,km,2.6,Ml
23 km al SO de Putre,-18.366 ,-69.679,2023-11-23,16:29:10,2023-11-23,19:29:10,105,km,3.1,Ml
44 km al S de Pica,-20.875 ,-69.215,2023-11-23,15:42:22,2023-11-23,18:42:22,105,km,2.7,Ml
62 km al SO de OllagÃ¼e,-21.735 ,-68.505,2023-11-23,15:01:15,2023-11-23,18:01:15,121,km,2.7,Ml
61 km al N de Calama,-21.935 ,-68.794,2023-11-23,12:37:08,2023-11-23,15:37:08,142,km,5.1,Mw
88 km al E de Socaire,-23.850 ,-67.071,2023-11-23,12:24:11,2023-11-23,15:24:11,170,km,3.9,Ml
26 km al O de OllagÃ¼e,-21.296 ,-68.496,2023-11-23,11:15:35,2023-11-23,14:15:35,118,km,2.5,Ml
47 km al NO de Quillagua,-21.271 ,-69.704,2023-11-23,10:46:35,2023-11-23,13:46:35,50,km,4.1,Ml
24 km al NO de Futrono,-39.989 ,-72.606,2023-11-23,07:58:47,2023-11-23,10:58:47,90,km,3.7,Ml
78 km al SE de Paihuano,-30.505 ,-69.915,2023-11-23,04:23:58,2023-11-23,07:23:58,130,km,3.6,Ml
142 km al NO de Cobquecura,-35.295 ,-73.978,2023-11-23,02:14:42,2023-11-23,05:14:42,17,km,2.7,Ml
19 km al E de Pica,-20.494 ,-69.149,2023-11-22,23:54:37,2023-11-23,02:54:37,93,km,2.9,Ml
7 km al O de La Serena,-29.904 ,-71.321,2023-11-22,23:40:37,2023-11-23,02:40:37,74,km,2.9,Ml
76 km al S de Mina La Escondida.,-24.949 ,-69.068,2023-11-22,23:33:37,2023-11-23,02:33:37,111,km,3.0,Ml
21 km al S de Punitaqui,-31.008 ,-71.323,2023-11-22,23:14:51,2023-11-23,02:14:51,65,km,2.9,Ml
40 km al N de Calama,-22.135 ,-68.802,2023-11-22,22:30:53,2023-11-23,01:30:53,101,km,2.6,Ml
56 km al O de Los Vilos,-31.703 ,-72.049,2023-11-22,21:03:32,2023-11-23,00:03:32,33,km,2.5,Ml
