evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
15 km al SO de Los Vilos,-32.010 ,-71.622,2023-11-01,19:30:05,2023-11-01,22:30:05,33,km,3.1,Ml
9 km al N de Calama,-22.387 ,-68.933,2023-11-01,16:36:07,2023-11-01,19:36:07,111,km,3.1,Ml
22 km al N de Farellones,-33.154 ,-70.272,2023-11-01,16:00:25,2023-11-01,19:00:25,15,km,2.6,Ml
90 km al NE de Paihuano,-29.408 ,-69.921,2023-11-01,15:39:05,2023-11-01,18:39:05,121,km,2.8,Ml
96 km al SE de Socaire,-24.252 ,-67.281,2023-11-01,15:35:37,2023-11-01,18:35:37,210,km,3.8,Ml
39 km al N de ValparaÃ­so,-32.703 ,-71.689,2023-11-01,13:08:37,2023-11-01,16:08:37,35,km,2.6,Ml
48 km al SO de Mina Collahuasi,-21.192 ,-68.911,2023-11-01,12:23:02,2023-11-01,15:23:02,111,km,2.6,Ml
39 km al NE de Pica,-20.336 ,-68.995,2023-11-01,10:22:17,2023-11-01,13:22:17,102,km,2.9,Ml
43 km al SO de Huasco,-28.766 ,-71.501,2023-11-01,05:18:25,2023-11-01,08:18:25,44,km,3.5,Ml
46 km al SO de OllagÃ¼e,-21.601 ,-68.427,2023-11-01,01:05:56,2023-11-01,04:05:56,135,km,3.0,Ml
59 km al SO de Huasco,-28.937 ,-71.506,2023-11-01,00:52:59,2023-11-01,03:52:59,52,km,3.2,Ml
38 km al O de Castro,-42.622 ,-74.189,2023-10-31,23:16:56,2023-11-01,02:16:56,30,km,3.0,Ml
25 km al O de Canela Baja,-31.388 ,-71.721,2023-10-31,22:56:40,2023-11-01,01:56:40,34,km,2.9,Ml
80 km al E de Socaire,-23.863 ,-67.163,2023-10-31,21:55:45,2023-11-01,00:55:45,245,km,3.6,Ml
146 km al O de Cobquecura,-35.906 ,-74.392,2023-10-31,21:54:37,2023-11-01,00:54:37,20,km,2.5,Ml
