evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
22 km al O de Calama,-22.498 ,-69.143,2023-08-22,19:45:13,2023-08-22,23:45:13,96,km,3.0,Ml
70 km al SO de OllagÃ¼e,-21.783 ,-68.569,2023-08-22,14:54:18,2023-08-22,18:54:18,119,km,3.3,Ml
44 km al E de Pica,-20.515 ,-68.912,2023-08-22,14:22:48,2023-08-22,18:22:48,106,km,2.5,Ml
33 km al E de Mina Los Pelambres,-31.775 ,-70.245,2023-08-22,14:05:48,2023-08-22,18:05:48,122,km,3.2,Ml
30 km al NO de Petorca,-32.051 ,-71.146,2023-08-22,13:45:20,2023-08-22,17:45:20,84,km,2.6,Ml
25 km al N de Mina La Escondida.,-24.041 ,-69.047,2023-08-22,12:30:23,2023-08-22,16:30:23,84,km,3.4,Ml
62 km al SE de Socaire,-23.923 ,-67.402,2023-08-22,10:07:27,2023-08-22,14:07:27,266,km,3.5,Ml
16 km al SE de Pica,-20.573 ,-69.201,2023-08-22,08:53:42,2023-08-22,12:53:42,96,km,2.9,Ml
14 km al E de La Serena,-29.855 ,-71.115,2023-08-22,08:47:33,2023-08-22,12:47:33,64,km,3.4,Ml
52 km al O de Pichilemu,-34.245 ,-72.552,2023-08-22,05:16:01,2023-08-22,09:16:01,12,km,2.7,Ml
16 km al O de La Serena,-29.939 ,-71.413,2023-08-22,05:11:20,2023-08-22,09:11:20,53,km,2.7,Ml
73 km al SE de Socaire,-23.989 ,-67.316,2023-08-22,04:32:00,2023-08-22,08:32:00,228,km,3.5,Ml
46 km al SO de OllagÃ¼e,-21.421 ,-68.644,2023-08-22,03:45:26,2023-08-22,07:45:26,118,km,4.7,Mw
55 km al N de Pica,-20.002 ,-69.248,2023-08-22,03:34:16,2023-08-22,07:34:16,89,km,3.1,Ml
62 km al S de CamiÃ±a,-19.868 ,-69.333,2023-08-22,00:18:27,2023-08-22,04:18:27,101,km,3.4,Ml
57 km al SO de Mina Collahuasi,-21.270 ,-68.941,2023-08-21,23:16:20,2023-08-22,03:16:20,86,km,2.6,Ml
34 km al O de Pichilemu,-34.315 ,-72.372,2023-08-21,23:08:53,2023-08-22,03:08:53,29,km,3.0,Ml
