evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
37 km al E de Pica,-20.423 ,-68.983,2023-08-30,18:30:58,2023-08-30,22:30:58,106,km,2.7,Ml
6 km al SE de La Ligua,-32.481 ,-71.176,2023-08-30,16:26:16,2023-08-30,20:26:16,68,km,3.0,Ml
124 km al E de Tierra Amarilla,-27.492 ,-69.005,2023-08-30,15:44:52,2023-08-30,19:44:52,114,km,3.0,Ml
71 km al N de Calama,-21.859 ,-68.716,2023-08-30,14:46:04,2023-08-30,18:46:04,137,km,3.3,Ml
5 km al NO de La Higuera,-29.474 ,-71.226,2023-08-30,14:13:22,2023-08-30,18:13:22,42,km,3.5,Ml
22 km al O de Calama,-22.442 ,-69.141,2023-08-30,12:35:37,2023-08-30,16:35:37,89,km,4.1,Ml
22 km al O de La Higuera,-29.475 ,-71.420,2023-08-30,12:34:31,2023-08-30,16:34:31,46,km,2.7,Ml
3 km al NO de La Higuera,-29.498 ,-71.233,2023-08-30,10:35:11,2023-08-30,14:35:11,51,km,4.5,Ml
5 km al S de La Higuera,-29.551 ,-71.217,2023-08-30,10:30:52,2023-08-30,14:30:52,52,km,2.7,Ml
8 km al NO de La Higuera,-29.463 ,-71.259,2023-08-30,10:26:19,2023-08-30,14:26:19,42,km,3.0,Ml
6 km al O de La Higuera,-29.493 ,-71.262,2023-08-30,10:17:06,2023-08-30,14:17:06,53,km,5.3,Mw
36 km al SE de Cobquecura,-36.368 ,-72.522,2023-08-30,09:15:01,2023-08-30,13:15:01,44,km,4.8,Mw
31 km al N de ValparaÃ­so,-32.774 ,-71.640,2023-08-30,05:07:17,2023-08-30,09:07:17,58,km,4.2,Ml
161 km al O de Pichilemu,-34.332 ,-73.760,2023-08-30,00:51:45,2023-08-30,04:51:45,24,km,2.8,Ml
40 km al SO de Tongoy,-30.447 ,-71.845,2023-08-30,00:19:03,2023-08-30,04:19:03,51,km,3.7,Ml
28 km al E de Talca,-35.476 ,-71.364,2023-08-29,22:03:39,2023-08-30,02:03:39,90,km,3.0,Ml
