evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
47 km al O de Puerto Cisnes,-44.697 ,-73.275,2023-03-14,17:38:23,2023-03-14,20:38:23,6,km,3.0,Ml
35 km al N de Pica,-20.182 ,-69.386,2023-03-14,17:37:42,2023-03-14,20:37:42,86,km,2.9,Ml
195 km al O de Tir̼a,-38.340 ,-75.732,2023-03-14,16:56:34,2023-03-14,19:56:34,15,km,5.5,Mww
62 km al S de Alto Hospicio,-20.818 ,-69.985,2023-03-14,16:06:49,2023-03-14,19:06:49,46,km,2.5,Ml
65 km al N de Huasco,-27.912 ,-71.002,2023-03-14,09:30:35,2023-03-14,12:30:35,37,km,2.7,Ml
38 km al N de Cami̱a,-18.987 ,-69.520,2023-03-14,07:07:52,2023-03-14,10:07:52,91,km,2.7,Ml
96 km al NE de Socaire,-23.163 ,-67.069,2023-03-14,04:18:27,2023-03-14,07:18:27,227,km,3.5,Ml
35 km al O de Caldera,-26.974 ,-71.161,2023-03-14,04:11:16,2023-03-14,07:11:16,38,km,4.1,Ml
48 km al N de Pica,-20.080 ,-69.183,2023-03-14,04:03:50,2023-03-14,07:03:50,91,km,3.1,Ml
76 km al O de Cobquecura,-36.020 ,-73.624,2023-03-14,01:12:54,2023-03-14,04:12:54,28,km,2.7,Ml
42 km al SE de Pica,-20.817 ,-69.131,2023-03-13,23:48:04,2023-03-14,02:48:04,112,km,2.6,Ml
