evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
42 km al E de OllagÃ¼e,-21.238 ,-67.848,2023-03-18,19:59:53,2023-03-18,22:59:53,225,km,2.6,Ml
18 km al SO de Iquique,-20.322 ,-70.287,2023-03-18,19:42:29,2023-03-18,22:42:29,46,km,2.7,Ml
30 km al O de TirÃºa,-38.224 ,-73.802,2023-03-18,18:54:23,2023-03-18,21:54:23,19,km,2.8,Ml
41 km al O de Socaire,-23.445 ,-68.258,2023-03-18,18:37:16,2023-03-18,21:37:16,126,km,2.9,Ml
46 km al E de Sierra Gorda.,-23.033 ,-68.896,2023-03-18,17:30:08,2023-03-18,20:30:08,97,km,4.6,Mw
64 km al SE de Socaire,-23.984 ,-67.425,2023-03-18,16:33:07,2023-03-18,19:33:07,245,km,2.7,Ml
11 km al NE de CuricÃ³,-34.915 ,-71.152,2023-03-18,16:20:49,2023-03-18,19:20:49,91,km,2.6,Ml
39 km al SO de Taltal,-25.659 ,-70.759,2023-03-18,14:00:38,2023-03-18,17:00:38,43,km,2.6,Ml
152 km al O de TirÃºa,-38.211 ,-75.226,2023-03-18,12:13:47,2023-03-18,15:13:47,5,km,3.4,Ml
66 km al O de Cobquecura,-36.125 ,-73.530,2023-03-18,09:59:22,2023-03-18,12:59:22,33,km,2.7,Ml
51 km al N de Pica,-20.040 ,-69.232,2023-03-18,09:25:04,2023-03-18,12:25:04,97,km,2.6,Ml
70 km al O de Cobquecura,-36.057 ,-73.568,2023-03-18,06:55:10,2023-03-18,09:55:10,32,km,2.6,Ml
8 km al O de Mina Collahuasi,-20.850 ,-68.735,2023-03-18,06:48:47,2023-03-18,09:48:47,100,km,2.6,Ml
75 km al O de Cobquecura,-36.060 ,-73.628,2023-03-18,05:24:17,2023-03-18,08:24:17,34,km,3.4,Ml
90 km al NE de Taltal,-24.667 ,-70.139,2023-03-18,04:28:21,2023-03-18,07:28:21,83,km,3.0,Ml
38 km al O de La Higuera,-29.641 ,-71.561,2023-03-18,04:11:08,2023-03-18,07:11:08,15,km,2.8,Ml
74 km al NE de Calama,-21.884 ,-68.591,2023-03-18,03:48:50,2023-03-18,06:48:50,124,km,3.0,Ml
70 km al O de Cobquecura,-36.098 ,-73.572,2023-03-18,03:36:17,2023-03-18,06:36:17,35,km,3.0,Ml
57 km al SO de Mina Collahuasi,-21.298 ,-68.870,2023-03-18,01:42:13,2023-03-18,04:42:13,116,km,2.7,Ml
49 km al SO de Huasco,-28.838 ,-71.483,2023-03-18,01:19:32,2023-03-18,04:19:32,31,km,2.7,Ml
73 km al O de Cobquecura,-36.057 ,-73.598,2023-03-18,01:14:25,2023-03-18,04:14:25,31,km,3.8,Ml
