evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
24 km al SO de Cami̱a,-19.515 ,-69.513,2023-03-27,20:23:21,2023-03-27,23:23:21,108,km,2.5,Ml
64 km al NE de Calama,-21.933 ,-68.696,2023-03-27,18:45:34,2023-03-27,21:45:34,122,km,2.5,Ml
85 km al O de Cobquecura,-36.185 ,-73.742,2023-03-27,17:05:22,2023-03-27,20:05:22,30,km,2.8,Ml
42 km al E de Pica,-20.513 ,-68.931,2023-03-27,16:30:29,2023-03-27,19:30:29,105,km,2.5,Ml
58 km al NO de Caldera,-26.770 ,-71.307,2023-03-27,12:55:21,2023-03-27,15:55:21,36,km,3.9,Ml
76 km al O de Cobquecura,-36.055 ,-73.630,2023-03-27,12:50:03,2023-03-27,15:50:03,35,km,3.1,Ml
40 km al O de Navidad,-33.921 ,-72.259,2023-03-27,09:39:46,2023-03-27,12:39:46,45,km,3.0,Ml
45 km al SO de Mina Collahuasi,-21.118 ,-68.952,2023-03-27,07:11:01,2023-03-27,10:11:01,110,km,2.9,Ml
28 km al NO de La Ligua,-32.278 ,-71.456,2023-03-27,07:01:49,2023-03-27,10:01:49,57,km,2.9,Ml
77 km al N de Calama,-21.798 ,-68.743,2023-03-27,05:08:02,2023-03-27,08:08:02,125,km,2.5,Ml
29 km al N de Mejillones,-22.843 ,-70.409,2023-03-27,01:34:28,2023-03-27,04:34:28,43,km,3.3,Ml
82 km al SE de Socaire,-24.224 ,-67.476,2023-03-27,01:22:16,2023-03-27,04:22:16,222,km,4.0,Ml
42 km al SE de Pica,-20.760 ,-69.053,2023-03-26,23:36:40,2023-03-27,02:36:40,107,km,3.6,Ml
73 km al NE de El Salvador,-25.722 ,-69.167,2023-03-26,23:06:47,2023-03-27,02:06:47,6,km,3.4,Ml
25 km al SE de Calama,-22.609 ,-68.742,2023-03-26,22:38:21,2023-03-27,01:38:21,104,km,2.5,Ml
