evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
46 km al S de OllagÃ¼e,-21.613 ,-68.409,2023-03-06,20:33:09,2023-03-06,23:33:09,133,km,3.3,Ml
37 km al SO de Mina Collahuasi,-20.974 ,-68.972,2023-03-06,19:22:57,2023-03-06,22:22:57,105,km,2.9,Ml
51 km al S de Taltal,-25.864 ,-70.559,2023-03-06,16:08:42,2023-03-06,19:08:42,68,km,3.5,Ml
33 km al SO de Los Vilos,-32.086 ,-71.789,2023-03-06,15:10:10,2023-03-06,18:10:10,28,km,2.9,Ml
20 km al SO de Los Vilos,-32.064 ,-71.615,2023-03-06,14:12:03,2023-03-06,17:12:03,28,km,3.2,Ml
45 km al SO de Los Vilos,-32.125 ,-71.920,2023-03-06,10:01:52,2023-03-06,13:01:52,20,km,2.6,Ml
47 km al O de La Ligua,-32.429 ,-71.734,2023-03-06,09:24:48,2023-03-06,12:24:48,40,km,3.8,Ml
69 km al S de Socaire,-24.210 ,-67.835,2023-03-06,05:39:18,2023-03-06,08:39:18,264,km,3.5,Ml
25 km al SO de Mina Collahuasi,-21.028 ,-68.771,2023-03-06,05:17:50,2023-03-06,08:17:50,103,km,2.6,Ml
29 km al SO de La Higuera,-29.682 ,-71.434,2023-03-06,04:34:51,2023-03-06,07:34:51,62,km,5.0,Mw
50 km al E de Talca,-35.480 ,-71.118,2023-03-06,04:17:45,2023-03-06,07:17:45,105,km,3.0,Ml
92 km al SE de Socaire,-24.338 ,-67.493,2023-03-06,04:16:41,2023-03-06,07:16:41,211,km,3.0,Ml
36 km al O de Mina Collahuasi,-20.938 ,-68.980,2023-03-06,03:36:50,2023-03-06,06:36:50,104,km,2.7,Ml
60 km al SE de Socaire,-23.990 ,-67.495,2023-03-06,01:39:38,2023-03-06,04:39:38,269,km,3.1,Ml
65 km al S de Socaire,-24.178 ,-67.890,2023-03-06,00:54:32,2023-03-06,03:54:32,240,km,2.8,Ml
22 km al SO de Punitaqui,-31.009 ,-71.361,2023-03-05,23:27:58,2023-03-06,02:27:58,64,km,3.5,Ml
87 km al SE de Socaire,-24.275 ,-67.484,2023-03-05,22:44:46,2023-03-06,01:44:46,232,km,3.7,Ml
18 km al NE de CuricÃ³,-34.907 ,-71.062,2023-03-05,21:56:33,2023-03-06,00:56:33,99,km,2.9,Ml
