evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al O de ValparaÃ­so,-33.077 ,-71.991,2023-03-23,19:52:35,2023-03-23,22:52:35,39,km,2.9,Ml
80 km al E de San FabiÃ¡n,-36.658 ,-70.667,2023-03-23,18:24:12,2023-03-23,21:24:12,168,km,4.5,Mw
14 km al E de Termas del Flaco,-34.996 ,-70.287,2023-03-23,17:55:05,2023-03-23,20:55:05,146,km,3.5,Ml
11 km al SE de La Ligua,-32.504 ,-71.134,2023-03-23,16:35:37,2023-03-23,19:35:37,55,km,2.8,Ml
24 km al NO de Mina Collahuasi,-20.732 ,-68.864,2023-03-23,15:05:54,2023-03-23,18:05:54,98,km,3.8,Ml
15 km al N de Pica,-20.363 ,-69.374,2023-03-23,10:08:38,2023-03-23,13:08:38,86,km,2.7,Ml
49 km al S de Pica,-20.912 ,-69.195,2023-03-23,09:53:35,2023-03-23,12:53:35,95,km,2.6,Ml
69 km al SE de Socaire,-23.993 ,-67.369,2023-03-23,09:10:10,2023-03-23,12:10:10,249,km,3.8,Ml
13 km al E de Pica,-20.451 ,-69.213,2023-03-23,09:00:27,2023-03-23,12:00:27,113,km,3.2,Ml
60 km al O de Antofagasta,-23.651 ,-71.002,2023-03-23,06:37:39,2023-03-23,09:37:39,33,km,3.3,Ml
44 km al E de Rancagua,-34.066 ,-70.272,2023-03-23,02:43:55,2023-03-23,05:43:55,119,km,4.2,Ml
42 km al O de OllagÃ¼e,-21.291 ,-68.656,2023-03-23,00:59:21,2023-03-23,03:59:21,121,km,3.1,Ml
35 km al N de Pica,-20.175 ,-69.297,2023-03-23,00:09:02,2023-03-23,03:09:02,101,km,3.0,Ml
38 km al SO de OllagÃ¼e,-21.528 ,-68.412,2023-03-23,00:05:56,2023-03-23,03:05:56,136,km,3.0,Ml
859 km al O de Ancud,-42.163 ,-84.226,2023-03-22,23:56:39,2023-03-23,02:56:39,10,km,5.2,Mww
33 km al N de Pozo Almonte,-19.974 ,-69.870,2023-03-22,21:37:43,2023-03-23,00:37:43,52,km,3.0,Ml
