evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
48 km al N de Huasco,-28.041 ,-71.287,2024-05-26,18:04:43,2024-05-26,22:04:43,29,km,3.0,Ml
52 km al SO de OllagÃ¼e,-21.635 ,-68.485,2024-05-26,17:51:26,2024-05-26,21:51:26,126,km,2.7,Ml
65 km al S de Alto Hospicio,-20.849 ,-70.126,2024-05-26,17:26:43,2024-05-26,21:26:43,61,km,2.7,Ml
21 km al SO de OllagÃ¼e,-21.319 ,-68.432,2024-05-26,17:08:36,2024-05-26,21:08:36,128,km,2.7,Ml
40 km al NE de ChaÃ±aral.,-26.018 ,-70.475,2024-05-26,14:57:52,2024-05-26,18:57:52,52,km,2.7,Ml
41 km al O de Taltal,-25.496 ,-70.880,2024-05-26,14:09:17,2024-05-26,18:09:17,30,km,3.1,Ml
31 km al SE de OllagÃ¼e,-21.465 ,-68.108,2024-05-26,13:31:29,2024-05-26,17:31:29,155,km,2.7,Ml
48 km al SO de Mina Collahuasi,-21.216 ,-68.868,2024-05-26,12:54:22,2024-05-26,16:54:22,127,km,2.7,Ml
37 km al O de Mina La Escondida.,-24.143 ,-69.395,2024-05-26,10:24:10,2024-05-26,14:24:10,97,km,5.2,Mw
39 km al O de Visviri,-17.506 ,-69.837,2024-05-26,07:54:32,2024-05-26,11:54:32,166,km,3.4,Ml
61 km al NE de Alto del Carmen,-28.279 ,-70.184,2024-05-26,07:23:08,2024-05-26,11:23:08,105,km,2.9,Ml
22 km al SE de Visviri,-17.765 ,-69.383,2024-05-26,04:30:31,2024-05-26,08:30:31,175,km,2.8,Ml
34 km al SO de Los Vilos,-32.134 ,-71.764,2024-05-26,03:28:06,2024-05-26,07:28:06,22,km,3.0,Ml
46 km al SO de OllagÃ¼e,-21.604 ,-68.432,2024-05-26,02:59:01,2024-05-26,06:59:01,127,km,2.6,Ml
64 km al NE de Calama,-21.962 ,-68.632,2024-05-26,02:04:08,2024-05-26,06:04:08,132,km,2.8,Ml
26 km al NO de OllagÃ¼e,-21.114 ,-68.475,2024-05-26,01:10:48,2024-05-26,05:10:48,130,km,3.4,Ml
40 km al SO de Mina Collahuasi,-21.141 ,-68.850,2024-05-26,00:03:45,2024-05-26,04:03:45,113,km,3.3,Ml
67 km al NE de CopiapÃ³,-27.040 ,-69.759,2024-05-25,23:40:22,2024-05-26,03:40:22,120,km,3.2,Ml
61 km al NO de Mina La Escondida.,-23.795 ,-69.367,2024-05-25,22:18:19,2024-05-26,02:18:19,107,km,2.6,Ml
32 km al S de Mina Collahuasi,-21.110 ,-68.645,2024-05-25,20:24:28,2024-05-26,00:24:28,112,km,2.7,Ml
41 km al S de Mina Collahuasi,-21.193 ,-68.678,2024-05-25,20:01:25,2024-05-26,00:01:25,115,km,2.9,Ml
