evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
29 km al NO de Mina Collahuasi,-20.683 ,-68.893,2024-05-01,18:50:05,2024-05-01,22:50:05,107,km,4.0,Ml
44 km al SO de Mina Collahuasi,-21.156 ,-68.899,2024-05-01,18:32:29,2024-05-01,22:32:29,120,km,2.7,Ml
12 km al SE de Canela Baja,-31.478 ,-71.370,2024-05-01,16:01:44,2024-05-01,20:01:44,81,km,2.8,Ml
65 km al S de Putre,-18.767 ,-69.709,2024-05-01,15:57:29,2024-05-01,19:57:29,114,km,2.8,Ml
52 km al S de Sierra Gorda.,-23.362 ,-69.262,2024-05-01,15:29:06,2024-05-01,19:29:06,105,km,3.2,Ml
42 km al S de Mina Collahuasi,-21.197 ,-68.748,2024-05-01,15:05:53,2024-05-01,19:05:53,109,km,3.7,Ml
36 km al S de Mina Collahuasi,-21.148 ,-68.595,2024-05-01,13:24:03,2024-05-01,17:24:03,136,km,3.8,Ml
46 km al SO de Mina Collahuasi,-21.102 ,-68.990,2024-05-01,13:00:25,2024-05-01,17:00:25,103,km,2.5,Ml
3 km al N de Visviri,-17.571 ,-69.489,2024-05-01,12:51:56,2024-05-01,16:51:56,174,km,2.8,Ml
83 km al O de La Higuera,-29.573 ,-72.056,2024-05-01,12:50:45,2024-05-01,16:50:45,30,km,2.9,Ml
68 km al NE de Calama,-21.963 ,-68.557,2024-05-01,12:30:04,2024-05-01,16:30:04,116,km,2.7,Ml
62 km al SE de Socaire,-23.987 ,-67.456,2024-05-01,12:05:23,2024-05-01,16:05:23,253,km,3.1,Ml
64 km al E de Quillagua,-21.445 ,-68.957,2024-05-01,11:55:34,2024-05-01,15:55:34,99,km,3.1,Ml
43 km al S de Mina Collahuasi,-21.210 ,-68.686,2024-05-01,10:25:25,2024-05-01,14:25:25,131,km,2.7,Ml
154 km al E de San Pedro de Atacama,-22.460 ,-66.784,2024-05-01,09:26:12,2024-05-01,13:26:12,294,km,3.6,Ml
34 km al NO de Mina Collahuasi,-20.663 ,-68.939,2024-05-01,08:12:24,2024-05-01,12:12:24,115,km,3.1,Ml
25 km al O de Puelo,-41.603 ,-72.583,2024-05-01,08:02:19,2024-05-01,12:02:19,106,km,3.9,Ml
41 km al S de Calama,-22.827 ,-68.833,2024-05-01,07:45:03,2024-05-01,11:45:03,110,km,2.5,Ml
30 km al SO de Mina Collahuasi,-20.938 ,-68.924,2024-05-01,04:46:20,2024-05-01,08:46:20,105,km,4.5,Mw
5 km al S de San Pedro de Atacama,-22.967 ,-68.209,2024-05-01,03:15:32,2024-05-01,07:15:32,125,km,2.5,Ml
25 km al SO de OllagÃ¼e,-21.340 ,-68.458,2024-05-01,03:10:22,2024-05-01,07:10:22,145,km,3.2,Ml
75 km al E de Socaire,-23.605 ,-67.152,2024-05-01,02:29:42,2024-05-01,06:29:42,227,km,3.6,Ml
139 km al NE de Socaire,-22.986 ,-66.695,2024-05-01,01:06:54,2024-05-01,05:06:54,279,km,4.2,Mw
77 km al NE de Socaire,-23.105 ,-67.348,2024-05-01,01:02:31,2024-05-01,05:02:31,259,km,2.8,Ml
66 km al S de Mina Collahuasi,-21.388 ,-68.877,2024-04-30,23:07:57,2024-05-01,03:07:57,107,km,3.3,Ml
39 km al SO de Mina Collahuasi,-21.068 ,-68.936,2024-04-30,22:32:33,2024-05-01,02:32:33,112,km,2.8,Ml
58 km al NE de Quillagua,-21.445 ,-69.025,2024-04-30,21:24:50,2024-05-01,01:24:50,108,km,5.0,Mw
