evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
37 km al NE de Putre,-18.034 ,-69.251,2024-05-30,19:13:18,2024-05-30,23:13:18,146,km,4.2,Ml
44 km al SO de Mina Collahuasi,-21.103 ,-68.955,2024-05-30,18:17:05,2024-05-30,22:17:05,114,km,2.5,Ml
39 km al SE de Calama,-22.664 ,-68.612,2024-05-30,16:52:54,2024-05-30,20:52:54,40,km,2.5,Ml
84 km al O de San Antonio de los Cobres,-24.028 ,-67.120,2024-05-30,14:29:48,2024-05-30,18:29:48,237,km,3.3,Ml
38 km al O de CamiÃ±a,-19.353 ,-69.790,2024-05-30,13:30:07,2024-05-30,17:30:07,30,km,2.8,Ml
57 km al SO de Mina Collahuasi,-21.271 ,-68.940,2024-05-30,12:13:35,2024-05-30,16:13:35,123,km,3.7,Ml
22 km al N de Los Vilos,-31.717 ,-71.489,2024-05-30,11:16:50,2024-05-30,15:16:50,69,km,3.0,Ml
55 km al S de Mina La Escondida.,-24.761 ,-69.125,2024-05-30,07:52:13,2024-05-30,11:52:13,97,km,2.7,Ml
65 km al SE de Socaire,-23.962 ,-67.402,2024-05-30,07:01:39,2024-05-30,11:01:39,255,km,3.3,Ml
6 km al S de Cuya,-19.216 ,-70.163,2024-05-30,05:30:33,2024-05-30,09:30:33,30,km,3.1,Ml
32 km al NO de Mina Collahuasi,-20.659 ,-68.907,2024-05-30,05:07:21,2024-05-30,09:07:21,99,km,3.5,Ml
37 km al S de OllagÃ¼e,-21.555 ,-68.322,2024-05-30,02:33:26,2024-05-30,06:33:26,145,km,2.9,Ml
37 km al N de Farellones,-33.022 ,-70.261,2024-05-30,02:26:28,2024-05-30,06:26:28,108,km,3.2,Ml
83 km al SE de Socaire,-24.115 ,-67.311,2024-05-30,02:06:30,2024-05-30,06:06:30,206,km,4.5,Mw
53 km al O de OllagÃ¼e,-21.298 ,-68.756,2024-05-30,01:49:10,2024-05-30,05:49:10,114,km,3.1,Ml
38 km al NO de Angol,-37.576 ,-73.041,2024-05-30,00:19:33,2024-05-30,04:19:33,55,km,2.9,Ml
37 km al O de La Ligua,-32.388 ,-71.618,2024-05-30,00:16:13,2024-05-30,04:16:13,61,km,2.8,Ml
56 km al SO de OllagÃ¼e,-21.501 ,-68.706,2024-05-29,21:36:39,2024-05-30,01:36:39,99,km,2.9,Ml
