evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
33 km al O de ValparaÃ­so,-32.947 ,-71.944,2024-05-18,19:13:53,2024-05-18,23:13:53,36,km,2.8,Ml
49 km al N de Calama,-22.033 ,-68.926,2024-05-18,17:09:06,2024-05-18,21:09:06,104,km,2.5,Ml
50 km al SE de Calama,-22.872 ,-68.721,2024-05-18,16:55:57,2024-05-18,20:55:57,110,km,3.4,Ml
144 km al O de Lebu,-37.874 ,-75.261,2024-05-18,16:38:54,2024-05-18,20:38:54,15,km,2.5,Ml
79 km al S de Socaire,-24.303 ,-67.889,2024-05-18,16:03:14,2024-05-18,20:03:14,225,km,3.1,Ml
28 km al O de Tongoy,-30.253 ,-71.785,2024-05-18,15:42:25,2024-05-18,19:42:25,44,km,3.1,Ml
75 km al SE de Socaire,-24.076 ,-67.386,2024-05-18,14:03:20,2024-05-18,18:03:20,207,km,3.3,Ml
20 km al O de Mina Collahuasi,-20.871 ,-68.847,2024-05-18,13:55:22,2024-05-18,17:55:22,105,km,2.5,Ml
115 km al NO de Pichilemu,-33.902 ,-73.117,2024-05-18,13:13:27,2024-05-18,17:13:27,30,km,2.9,Ml
90 km al E de Socaire,-23.861 ,-67.056,2024-05-18,13:02:54,2024-05-18,17:02:54,244,km,3.1,Ml
24 km al NO de Pisagua,-19.412 ,-70.334,2024-05-18,12:28:50,2024-05-18,16:28:50,50,km,3.6,Ml
62 km al SE de Baquedano,-23.640 ,-69.332,2024-05-18,11:19:29,2024-05-18,15:19:29,77,km,3.0,Ml
48 km al E de Tierra Amarilla,-27.444 ,-69.785,2024-05-18,11:18:24,2024-05-18,15:18:24,113,km,2.7,Ml
62 km al E de OllagÃ¼e,-21.196 ,-67.652,2024-05-18,11:12:54,2024-05-18,15:12:54,224,km,3.9,Ml
144 km al O de Puerto AysÃ©n,-46.050 ,-74.303,2024-05-18,11:03:49,2024-05-18,15:03:49,15,km,3.3,Ml
33 km al S de San JosÃ© de Maipo,-33.933 ,-70.336,2024-05-18,09:22:50,2024-05-18,13:22:50,119,km,2.8,Ml
53 km al SO de Mina Collahuasi,-21.144 ,-69.044,2024-05-18,08:07:18,2024-05-18,12:07:18,117,km,2.7,Ml
109 km al O de Tongoy,-30.137 ,-72.623,2024-05-18,07:14:46,2024-05-18,11:14:46,30,km,2.6,Ml
12 km al S de Petorca,-32.354 ,-70.908,2024-05-18,07:00:31,2024-05-18,11:00:31,80,km,2.5,Ml
56 km al S de Putre,-18.681 ,-69.419,2024-05-18,05:40:51,2024-05-18,09:40:51,116,km,2.7,Ml
26 km al O de Los Andes.,-32.914 ,-70.865,2024-05-18,05:28:38,2024-05-18,09:28:38,80,km,4.4,Ml
51 km al SO de Los Vilos,-32.263 ,-71.856,2024-05-18,05:22:24,2024-05-18,09:22:24,26,km,2.5,Ml
59 km al SO de Putre,-18.691 ,-69.770,2024-05-18,04:52:41,2024-05-18,08:52:41,120,km,3.9,Ml
31 km al E de Tocopilla,-22.095 ,-69.903,2024-05-18,04:33:50,2024-05-18,08:33:50,69,km,3.4,Ml
70 km al NE de San Pedro de Atacama,-22.349 ,-67.923,2024-05-18,01:16:32,2024-05-18,05:16:32,197,km,2.5,Ml
