evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al SO de OllagÃ¼e,-21.455 ,-68.426,2023-06-01,19:46:10,2023-06-01,23:46:10,124,km,3.1,Ml
7 km al NE de VichuquÃ©n,-34.848 ,-71.934,2023-06-01,19:15:22,2023-06-01,23:15:22,41,km,3.1,Ml
113 km al E de Socaire,-23.925 ,-66.839,2023-06-01,18:32:54,2023-06-01,22:32:54,223,km,4.1,Ml
33 km al S de Cobquecura,-36.422 ,-72.721,2023-06-01,17:32:38,2023-06-01,21:32:38,27,km,2.8,Ml
32 km al N de Calama,-22.191 ,-68.996,2023-06-01,14:17:44,2023-06-01,18:17:44,119,km,2.5,Ml
53 km al NO de Quillagua,-21.328 ,-69.909,2023-06-01,14:07:13,2023-06-01,18:07:13,63,km,3.0,Ml
28 km al E de Calama,-22.529 ,-68.670,2023-06-01,14:06:03,2023-06-01,18:06:03,108,km,3.3,Ml
60 km al SO de Caldera,-27.447 ,-71.258,2023-06-01,13:33:02,2023-06-01,17:33:02,46,km,2.6,Ml
75 km al N de Huasco,-27.791 ,-71.278,2023-06-01,11:12:23,2023-06-01,15:12:23,33,km,3.1,Ml
29 km al NO de Iquique,-20.058 ,-70.377,2023-06-01,09:44:44,2023-06-01,13:44:44,36,km,2.6,Ml
29 km al O de OllagÃ¼e,-21.157 ,-68.519,2023-06-01,09:15:50,2023-06-01,13:15:50,137,km,2.5,Ml
35 km al E de Cuya,-19.256 ,-69.861,2023-06-01,08:17:03,2023-06-01,12:17:03,77,km,3.2,Ml
44 km al O de Mina Collahuasi,-20.911 ,-69.076,2023-06-01,08:00:52,2023-06-01,12:00:52,108,km,2.5,Ml
65 km al S de Mina La Escondida.,-24.838 ,-68.892,2023-06-01,07:44:44,2023-06-01,11:44:44,133,km,3.4,Ml
14 km al E de Calama,-22.440 ,-68.801,2023-06-01,04:32:18,2023-06-01,08:32:18,98,km,2.5,Ml
58 km al SO de OllagÃ¼e,-21.697 ,-68.480,2023-06-01,04:18:57,2023-06-01,08:18:57,133,km,2.7,Ml
65 km al SE de Socaire,-24.087 ,-67.552,2023-06-01,04:02:56,2023-06-01,08:02:56,256,km,3.0,Ml
39 km al SO de Los Vilos,-32.145 ,-71.818,2023-06-01,03:55:18,2023-06-01,07:55:18,25,km,3.0,Ml
10 km al N de Pisagua,-19.511 ,-70.218,2023-06-01,01:57:41,2023-06-01,05:57:41,51,km,2.7,Ml
77 km al SE de Socaire,-24.162 ,-67.456,2023-06-01,00:56:00,2023-06-01,04:56:00,206,km,3.5,Ml
50 km al NE de OllagÃ¼e,-20.805 ,-68.070,2023-05-31,23:52:46,2023-06-01,03:52:46,173,km,3.4,Ml
41 km al O de La Higuera,-29.588 ,-71.617,2023-05-31,21:35:08,2023-06-01,01:35:08,66,km,3.0,Ml
51 km al O de San Pedro de Atacama,-22.954 ,-68.693,2023-05-31,20:19:29,2023-06-01,00:19:29,94,km,2.7,Ml
