evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
68 km al SE de Sierra Gorda.,-23.315 ,-68.835,2023-06-26,18:25:30,2023-06-26,22:25:30,151,km,2.8,Ml
78 km al S de Socaire,-24.285 ,-67.831,2023-06-26,17:40:32,2023-06-26,21:40:32,244,km,3.2,Ml
45 km al N de Pozo Almonte,-19.852 ,-69.796,2023-06-26,16:47:57,2023-06-26,20:47:57,63,km,2.9,Ml
107 km al SE de Socaire,-24.201 ,-67.071,2023-06-26,16:46:22,2023-06-26,20:46:22,201,km,4.1,Ml
52 km al S de OllagÃ¼e,-21.681 ,-68.374,2023-06-26,16:11:17,2023-06-26,20:11:17,143,km,2.8,Ml
16 km al SO de Cuya,-19.259 ,-70.288,2023-06-26,15:25:28,2023-06-26,19:25:28,43,km,3.0,Ml
49 km al NO de Tongoy,-29.907 ,-71.809,2023-06-26,14:38:21,2023-06-26,18:38:21,27,km,3.9,Ml
88 km al O de Arica,-18.486 ,-71.157,2023-06-26,13:12:10,2023-06-26,17:12:10,28,km,2.8,Ml
38 km al SE de Pica,-20.708 ,-69.046,2023-06-26,12:09:49,2023-06-26,16:09:49,117,km,2.8,Ml
15 km al SO de Ovalle,-30.682 ,-71.331,2023-06-26,11:59:48,2023-06-26,15:59:48,46,km,2.9,Ml
45 km al SO de Taltal,-25.715 ,-70.785,2023-06-26,11:42:10,2023-06-26,15:42:10,27,km,3.4,Ml
46 km al NO de Quillagua,-21.321 ,-69.797,2023-06-26,11:21:22,2023-06-26,15:21:22,61,km,3.3,Ml
50 km al E de CombarbalÃ¡,-31.255 ,-70.481,2023-06-26,11:05:27,2023-06-26,15:05:27,124,km,3.0,Ml
61 km al SE de Sierra Gorda.,-23.242 ,-68.850,2023-06-26,08:51:50,2023-06-26,12:51:50,109,km,3.4,Ml
55 km al O de Mina La Escondida.,-24.120 ,-69.577,2023-06-26,08:29:38,2023-06-26,12:29:38,72,km,2.6,Ml
32 km al SO de San Pedro de Atacama,-23.118 ,-68.423,2023-06-26,05:44:33,2023-06-26,09:44:33,117,km,3.4,Ml
61 km al NE de Pica,-20.053 ,-68.973,2023-06-26,04:11:21,2023-06-26,08:11:21,109,km,3.4,Ml
20 km al NE de Tocopilla,-21.989 ,-70.044,2023-06-26,02:59:15,2023-06-26,06:59:15,70,km,3.0,Ml
17 km al S de Valdivia,-39.970 ,-73.219,2023-06-25,22:58:52,2023-06-26,02:58:52,41,km,2.7,Ml
80 km al E de Socaire,-23.847 ,-67.152,2023-06-25,22:35:11,2023-06-26,02:35:11,226,km,4.1,Ml
25 km al NO de Mina Collahuasi,-20.713 ,-68.863,2023-06-25,22:02:13,2023-06-26,02:02:13,107,km,3.0,Ml
51 km al SO de Mina Collahuasi,-21.113 ,-69.038,2023-06-25,21:50:36,2023-06-26,01:50:36,110,km,2.9,Ml
