evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
72 km al NE de Calama,-21.929 ,-68.551,2023-06-21,19:43:44,2023-06-21,23:43:44,121,km,3.4,Ml
31 km al S de Quillagua,-21.936 ,-69.553,2023-06-21,19:31:35,2023-06-21,23:31:35,79,km,3.1,Ml
23 km al O de Mina Collahuasi,-20.755 ,-68.862,2023-06-21,18:42:20,2023-06-21,22:42:20,104,km,2.6,Ml
40 km al SO de Vallenar,-28.876 ,-70.985,2023-06-21,17:41:48,2023-06-21,21:41:48,72,km,2.7,Ml
36 km al NO de Canela Baja,-31.180 ,-71.735,2023-06-21,15:04:02,2023-06-21,19:04:02,33,km,3.0,Ml
42 km al SO de Canela Baja,-31.615 ,-71.824,2023-06-21,11:24:40,2023-06-21,15:24:40,25,km,2.7,Ml
31 km al NO de Baquedano,-23.088 ,-69.986,2023-06-21,09:00:59,2023-06-21,13:00:59,58,km,2.5,Ml
12 km al SE de La Ligua,-32.512 ,-71.127,2023-06-21,07:27:53,2023-06-21,11:27:53,79,km,2.9,Ml
65 km al SO de OllagÃ¼e,-21.609 ,-68.730,2023-06-21,06:51:18,2023-06-21,10:51:18,99,km,3.1,Ml
71 km al SE de Socaire,-24.161 ,-67.573,2023-06-21,06:34:15,2023-06-21,10:34:15,226,km,3.1,Ml
42 km al SO de Canela Baja,-31.626 ,-71.812,2023-06-21,05:31:50,2023-06-21,09:31:50,22,km,2.9,Ml
26 km al NE de Pica,-20.381 ,-69.107,2023-06-21,04:27:11,2023-06-21,08:27:11,104,km,2.9,Ml
21 km al NE de Termas del Flaco,-34.797 ,-70.312,2023-06-21,02:14:26,2023-06-21,06:14:26,139,km,3.0,Ml
38 km al SO de OllagÃ¼e,-21.454 ,-68.525,2023-06-21,00:58:36,2023-06-21,04:58:36,126,km,3.2,Ml
67 km al SE de Socaire,-24.111 ,-67.551,2023-06-20,23:58:52,2023-06-21,03:58:52,247,km,3.5,Ml
10 km al SE de ConstituciÃ³n,-35.383 ,-72.321,2023-06-20,23:40:17,2023-06-21,03:40:17,47,km,3.0,Ml
39 km al SE de Alto del Carmen,-28.917 ,-70.130,2023-06-20,20:31:38,2023-06-21,00:31:38,116,km,2.9,Ml
