evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
126 km al SE de Socaire,-24.353 ,-66.974,2023-06-25,19:20:13,2023-06-25,23:20:13,206,km,3.7,Ml
76 km al O de Arica,-18.619 ,-71.023,2023-06-25,18:57:39,2023-06-25,22:57:39,27,km,3.4,Ml
91 km al SE de Alto del Carmen,-29.400 ,-69.903,2023-06-25,18:53:55,2023-06-25,22:53:55,119,km,2.5,Ml
47 km al SO de OllagÃ¼e,-21.591 ,-68.485,2023-06-25,17:40:30,2023-06-25,21:40:30,130,km,3.8,Ml
47 km al S de OllagÃ¼e,-21.626 ,-68.400,2023-06-25,17:20:40,2023-06-25,21:20:40,129,km,2.6,Ml
59 km al SE de Mina La Escondida.,-24.750 ,-68.813,2023-06-25,15:22:40,2023-06-25,19:22:40,124,km,2.5,Ml
18 km al E de Huasco,-28.414 ,-71.045,2023-06-25,13:57:41,2023-06-25,17:57:41,48,km,2.5,Ml
58 km al SO de Ilo,-18.109 ,-71.583,2023-06-25,09:26:55,2023-06-25,13:26:55,33,km,4.5,Mw
44 km al S de OllagÃ¼e,-21.593 ,-68.398,2023-06-25,08:10:41,2023-06-25,12:10:41,118,km,2.9,Ml
48 km al SO de OllagÃ¼e,-21.609 ,-68.455,2023-06-25,07:34:57,2023-06-25,11:34:57,122,km,4.8,Mw
100 km al E de Socaire,-23.744 ,-66.925,2023-06-25,06:17:46,2023-06-25,10:17:46,192,km,2.8,Ml
48 km al NE de Quillagua,-21.304 ,-69.278,2023-06-25,04:21:16,2023-06-25,08:21:16,76,km,3.2,Ml
34 km al O de Mina Collahuasi,-20.905 ,-68.972,2023-06-25,04:16:06,2023-06-25,08:16:06,100,km,4.2,Mw
59 km al NO de Quillagua,-21.291 ,-69.942,2023-06-25,03:37:39,2023-06-25,07:37:39,55,km,3.7,Ml
66 km al S de CamiÃ±a,-19.888 ,-69.253,2023-06-25,01:26:46,2023-06-25,05:26:46,128,km,3.0,Ml
72 km al N de Pica,-19.890 ,-69.083,2023-06-25,01:21:00,2023-06-25,05:21:00,110,km,3.7,Ml
106 km al E de Socaire,-23.257 ,-66.912,2023-06-24,23:58:29,2023-06-25,03:58:29,249,km,3.1,Ml
69 km al SE de Socaire,-24.097 ,-67.500,2023-06-24,23:42:32,2023-06-25,03:42:32,222,km,3.5,Ml
34 km al SO de Mina Collahuasi,-20.991 ,-68.937,2023-06-24,23:24:22,2023-06-25,03:24:22,109,km,2.6,Ml
104 km al NE de Socaire,-23.067 ,-67.047,2023-06-24,22:30:24,2023-06-25,02:30:24,267,km,3.6,Ml
