evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
38 km al O de Tocopilla,-22.158 ,-70.562,2024-08-28,19:30:22,2024-08-28,23:30:22,9,km,2.5,Ml
44 km al O de Paposo,-25.050 ,-70.904,2024-08-28,17:33:11,2024-08-28,21:33:11,34,km,2.8,Ml
17 km al NE de Carrizal Bajo,-27.989 ,-71.008,2024-08-28,15:46:03,2024-08-28,19:46:03,38,km,2.8,Ml
78 km al O de Navidad,-33.681 ,-72.605,2024-08-28,15:40:45,2024-08-28,19:40:45,36,km,2.8,Ml
74 km al S de OllagÃ¼e,-21.855 ,-68.486,2024-08-28,14:58:40,2024-08-28,18:58:40,117,km,2.6,Ml
23 km al N de Cobquecura,-35.932 ,-72.854,2024-08-28,12:36:32,2024-08-28,16:36:32,29,km,3.0,Ml
78 km al O de Cobquecura,-36.232 ,-73.658,2024-08-28,12:13:56,2024-08-28,16:13:56,38,km,4.7,Mw
21 km al NE de Pica,-20.405 ,-69.148,2024-08-28,10:39:52,2024-08-28,14:39:52,98,km,2.5,Ml
47 km al S de Socaire,-24.010 ,-67.841,2024-08-28,10:14:39,2024-08-28,14:14:39,238,km,3.0,Ml
43 km al NO de Paposo,-24.670 ,-70.666,2024-08-28,08:34:09,2024-08-28,12:34:09,33,km,2.9,Ml
28 km al O de MarÃ­a Elena,-22.342 ,-69.937,2024-08-28,08:25:23,2024-08-28,12:25:23,74,km,2.6,Ml
27 km al E de Andacollo,-30.301 ,-70.821,2024-08-28,04:47:33,2024-08-28,08:47:33,78,km,2.8,Ml
46 km al E de Pica,-20.373 ,-68.910,2024-08-28,03:40:43,2024-08-28,07:40:43,104,km,2.6,Ml
81 km al SE de Socaire,-24.076 ,-67.298,2024-08-28,03:29:16,2024-08-28,07:29:16,247,km,3.6,Ml
81 km al NE de Socaire,-23.225 ,-67.205,2024-08-28,02:46:02,2024-08-28,06:46:02,258,km,2.5,Ml
36 km al SO de Termas del Flaco,-35.248 ,-70.601,2024-08-28,01:58:58,2024-08-28,05:58:58,16,km,3.0,Ml
17 km al N de Mejillones,-22.948 ,-70.451,2024-08-28,01:20:13,2024-08-28,05:20:13,52,km,2.5,Ml
113 km al O de Navidad,-33.826 ,-73.044,2024-08-28,00:53:19,2024-08-28,04:53:19,25,km,2.7,Ml
127 km al O de Navidad,-33.777 ,-73.192,2024-08-28,00:51:38,2024-08-28,04:51:38,37,km,2.8,Ml
103 km al O de BahÃ­a Mansa,-40.741 ,-74.937,2024-08-28,00:46:32,2024-08-28,04:46:32,20,km,2.7,Ml
65 km al SE de Baquedano,-23.668 ,-69.316,2024-08-27,23:13:57,2024-08-28,03:13:57,103,km,2.5,Ml
68 km al E de Alto del Carmen,-28.576 ,-69.825,2024-08-27,22:44:17,2024-08-28,02:44:17,112,km,4.8,Mw
22 km al SO de Diego de Almagro,-26.526 ,-70.204,2024-08-27,21:55:10,2024-08-28,01:55:10,27,km,2.5,Ml
71 km al SE de Socaire,-24.132 ,-67.529,2024-08-27,20:08:31,2024-08-28,00:08:31,241,km,2.7,Ml
