evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
45 km al SO de Mina Collahuasi,-21.126 ,-68.943,2024-08-20,18:46:36,2024-08-20,22:46:36,112,km,2.5,Ml
55 km al NE de OllagÃ¼e,-20.765 ,-68.050,2024-08-20,17:25:08,2024-08-20,21:25:08,174,km,3.2,Ml
20 km al E de Rancagua,-34.157 ,-70.521,2024-08-20,14:34:40,2024-08-20,18:34:40,115,km,2.7,Ml
75 km al SO de OllagÃ¼e,-21.834 ,-68.557,2024-08-20,13:05:55,2024-08-20,17:05:55,130,km,3.4,Ml
31 km al S de CuricÃ³,-35.261 ,-71.298,2024-08-20,12:33:07,2024-08-20,16:33:07,91,km,3.2,Ml
27 km al S de Calama,-22.710 ,-68.988,2024-08-20,08:54:41,2024-08-20,12:54:41,100,km,3.0,Ml
62 km al E de Socaire,-23.776 ,-67.320,2024-08-20,07:36:50,2024-08-20,11:36:50,238,km,3.0,Ml
88 km al O de San Antonio de los Cobres,-24.122 ,-67.184,2024-08-20,07:26:00,2024-08-20,11:26:00,219,km,3.9,Ml
43 km al SO de Huasco,-28.808 ,-71.428,2024-08-20,06:58:30,2024-08-20,10:58:30,38,km,3.6,Ml
22 km al SO de Tongoy,-30.442 ,-71.581,2024-08-20,05:50:03,2024-08-20,09:50:03,37,km,3.5,Ml
52 km al S de Putre,-18.642 ,-69.713,2024-08-20,05:49:17,2024-08-20,09:49:17,94,km,2.6,Ml
84 km al E de Socaire,-23.870 ,-67.124,2024-08-20,05:24:49,2024-08-20,09:24:49,226,km,2.7,Ml
16 km al O de Andacollo,-30.255 ,-71.248,2024-08-20,05:16:27,2024-08-20,09:16:27,66,km,2.8,Ml
60 km al S de Socaire,-24.099 ,-67.705,2024-08-20,04:22:14,2024-08-20,08:22:14,245,km,2.7,Ml
25 km al E de Vallenar,-28.510 ,-70.516,2024-08-19,23:48:25,2024-08-20,03:48:25,98,km,2.9,Ml
37 km al SE de CamiÃ±a,-19.575 ,-69.207,2024-08-19,22:47:16,2024-08-20,02:47:16,98,km,2.6,Ml
27 km al N de El Salvador,-26.003 ,-69.660,2024-08-19,21:30:29,2024-08-20,01:30:29,18,km,3.4,Ml
113 km al NO de Carrizal Bajo,-27.336 ,-71.927,2024-08-19,21:22:20,2024-08-20,01:22:20,27,km,2.7,Ml
13 km al SE de El Salvador,-26.305 ,-69.518,2024-08-19,21:20:42,2024-08-20,01:20:42,112,km,2.5,Ml
18 km al S de Pozo Almonte,-20.418 ,-69.788,2024-08-19,20:55:29,2024-08-20,00:55:29,52,km,2.5,Ml
26 km al O de Parque Fray Jorge,-30.729 ,-71.938,2024-08-19,20:02:03,2024-08-20,00:02:03,28,km,2.8,Ml
