evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
49 km al SO de Los Vilos,-32.175 ,-71.932,2022-11-13,20:44:11,2022-11-13,23:44:11,26,km,2.7,Ml
50 km al SO de Los Vilos,-32.155 ,-71.951,2022-11-13,20:04:35,2022-11-13,23:04:35,16,km,3.5,Ml
38 km al SO de Los Vilos,-32.174 ,-71.768,2022-11-13,19:28:35,2022-11-13,22:28:35,7,km,3.0,Ml
45 km al SO de Los Vilos,-32.175 ,-71.874,2022-11-13,19:14:21,2022-11-13,22:14:21,16,km,2.5,Ml
44 km al SO de Los Vilos,-32.164 ,-71.868,2022-11-13,19:08:46,2022-11-13,22:08:46,15,km,3.7,Ml
41 km al SO de Los Vilos,-32.173 ,-71.819,2022-11-13,19:05:42,2022-11-13,22:05:42,13,km,4.5,Ml
44 km al SO de Los Vilos,-32.167 ,-71.873,2022-11-13,18:03:56,2022-11-13,21:03:56,18,km,2.5,Ml
77 km al SO de OllagÃ¼e,-21.799 ,-68.667,2022-11-13,18:03:36,2022-11-13,21:03:36,119,km,2.9,Ml
41 km al SO de Los Vilos,-32.174 ,-71.817,2022-11-13,17:55:02,2022-11-13,20:55:02,15,km,4.1,Ml
34 km al NO de Iquique,-20.033 ,-70.415,2022-11-13,17:44:42,2022-11-13,20:44:42,34,km,2.6,Ml
47 km al S de Socaire,-24.011 ,-67.954,2022-11-13,17:05:08,2022-11-13,20:05:08,249,km,3.5,Ml
66 km al NE de Mina La Escondida.,-23.727 ,-68.788,2022-11-13,15:52:35,2022-11-13,18:52:35,107,km,2.7,Ml
22 km al N de Ovalle,-30.419 ,-71.273,2022-11-13,15:43:16,2022-11-13,18:43:16,51,km,2.7,Ml
27 km al E de Pica,-20.446 ,-69.074,2022-11-13,13:55:57,2022-11-13,16:55:57,101,km,3.4,Ml
30 km al S de Rancagua,-34.420 ,-70.634,2022-11-13,13:04:05,2022-11-13,16:04:05,107,km,2.7,Ml
15 km al O de Lebu,-37.549 ,-73.814,2022-11-13,12:52:44,2022-11-13,15:52:44,22,km,2.7,Ml
80 km al O de Arica,-18.593 ,-71.067,2022-11-13,12:44:33,2022-11-13,15:44:33,34,km,2.9,Ml
18 km al O de Lebu,-37.679 ,-73.846,2022-11-13,12:28:20,2022-11-13,15:28:20,17,km,3.2,Ml
2 km al NO de Lebu,-37.595 ,-73.677,2022-11-13,12:26:01,2022-11-13,15:26:01,4,km,3.8,Ml
62 km al SO de Mina Collahuasi,-21.330 ,-68.914,2022-11-13,11:22:38,2022-11-13,14:22:38,113,km,3.0,Ml
9 km al NE de Lebu,-37.537 ,-73.608,2022-11-13,10:38:06,2022-11-13,13:38:06,18,km,3.6,Ml
12 km al O de CombarbalÃ¡,-31.223 ,-71.121,2022-11-13,08:12:20,2022-11-13,11:12:20,77,km,2.5,Ml
56 km al SE de Socaire,-23.962 ,-67.519,2022-11-13,08:04:02,2022-11-13,11:04:02,233,km,2.6,Ml
62 km al SE de Socaire,-24.087 ,-67.618,2022-11-13,07:40:39,2022-11-13,10:40:39,227,km,4.0,Ml
22 km al O de Lebu,-37.527 ,-73.884,2022-11-13,07:25:19,2022-11-13,10:25:19,14,km,3.0,Ml
13 km al E de Lebu,-37.564 ,-73.523,2022-11-13,07:22:28,2022-11-13,10:22:28,15,km,3.1,Ml
74 km al O de Arica,-18.652 ,-70.997,2022-11-13,07:12:36,2022-11-13,10:12:36,20,km,2.5,Ml
69 km al SE de Socaire,-23.971 ,-67.350,2022-11-13,07:05:47,2022-11-13,10:05:47,212,km,2.5,Ml
31 km al E de VichuquÃ©n,-34.933 ,-71.664,2022-11-13,06:40:55,2022-11-13,09:40:55,42,km,2.8,Ml
41 km al SO de Mina Collahuasi,-21.037 ,-68.985,2022-11-13,05:02:04,2022-11-13,08:02:04,108,km,2.7,Ml
17 km al O de Lebu,-37.573 ,-73.845,2022-11-13,03:54:27,2022-11-13,06:54:27,37,km,3.0,Ml
51 km al O de Quillagua,-21.523 ,-70.009,2022-11-13,03:48:55,2022-11-13,06:48:55,62,km,3.0,Ml
10 km al NE de Lebu,-37.543 ,-73.577,2022-11-13,03:43:02,2022-11-13,06:43:02,20,km,2.9,Ml
68 km al SE de Socaire,-24.088 ,-67.501,2022-11-13,03:31:14,2022-11-13,06:31:14,228,km,2.9,Ml
3 km al N de Lebu,-37.584 ,-73.648,2022-11-13,02:50:17,2022-11-13,05:50:17,23,km,3.0,Ml
36 km al SE de Pica,-20.723 ,-69.083,2022-11-13,01:52:40,2022-11-13,04:52:40,92,km,2.9,Ml
9 km al O de Lebu,-37.571 ,-73.752,2022-11-13,01:51:21,2022-11-13,04:51:21,35,km,2.8,Ml
9 km al O de Lebu,-37.611 ,-73.756,2022-11-13,01:11:45,2022-11-13,04:11:45,35,km,2.9,Ml
27 km al NO de Lebu,-37.488 ,-73.917,2022-11-13,01:08:02,2022-11-13,04:08:02,37,km,2.5,Ml
11 km al NO de Lebu,-37.523 ,-73.711,2022-11-13,00:59:28,2022-11-13,03:59:28,56,km,3.7,Ml
13 km al O de Lebu,-37.557 ,-73.787,2022-11-13,00:29:12,2022-11-13,03:29:12,28,km,2.8,Ml
57 km al NE de CopiapÃ³,-27.023 ,-69.901,2022-11-13,00:28:04,2022-11-13,03:28:04,92,km,3.0,Ml
46 km al O de La Ligua,-32.418 ,-71.717,2022-11-13,00:06:51,2022-11-13,03:06:51,35,km,2.5,Ml
7 km al NE de Lebu,-37.555 ,-73.610,2022-11-13,00:00:44,2022-11-13,03:00:44,24,km,4.9,Ml
4 km al N de Lebu,-37.571 ,-73.652,2022-11-12,23:54:59,2022-11-13,02:54:59,15,km,2.8,Ml
32 km al NO de Lebu,-37.406 ,-73.916,2022-11-12,23:46:47,2022-11-13,02:46:47,43,km,3.6,Ml
11 km al NO de Lebu,-37.543 ,-73.747,2022-11-12,23:38:03,2022-11-13,02:38:03,35,km,2.7,Ml
