evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
57 km al O de Mina La Escondida.,-24.285 ,-69.621,2024-04-11,18:29:20,2024-04-11,22:29:20,64,km,2.5,Ml
63 km al NE de Calama,-21.965 ,-68.657,2024-04-11,18:14:50,2024-04-11,22:14:50,124,km,2.5,Ml
154 km al NE de Socaire,-22.913 ,-66.570,2024-04-11,12:48:58,2024-04-11,16:48:58,223,km,3.5,Ml
33 km al N de Farellones,-33.058 ,-70.280,2024-04-11,12:06:56,2024-04-11,16:06:56,113,km,4.1,Ml
29 km al O de OllagÃ¼e,-21.319 ,-68.513,2024-04-11,11:48:36,2024-04-11,15:48:36,112,km,2.8,Ml
50 km al N de ValparaÃ­so,-32.607 ,-71.741,2024-04-11,11:02:36,2024-04-11,15:02:36,28,km,2.5,Ml
52 km al NO de ValparaÃ­so,-32.612 ,-71.806,2024-04-11,09:51:55,2024-04-11,13:51:55,31,km,2.8,Ml
106 km al SE de Socaire,-24.173 ,-67.060,2024-04-11,09:20:32,2024-04-11,13:20:32,207,km,3.7,Ml
46 km al N de ValparaÃ­so,-32.653 ,-71.774,2024-04-11,08:35:14,2024-04-11,12:35:14,24,km,2.8,Ml
92 km al N de Taltal,-24.592 ,-70.608,2024-04-11,07:58:04,2024-04-11,11:58:04,50,km,3.1,Ml
59 km al NO de ValparaÃ­so,-32.628 ,-72.006,2024-04-11,07:22:42,2024-04-11,11:22:42,20,km,2.5,Ml
47 km al SE de Calama,-22.842 ,-68.719,2024-04-11,07:13:50,2024-04-11,11:13:50,135,km,3.0,Ml
16 km al NE de Los Ãngeles,-37.354 ,-72.240,2024-04-11,07:04:33,2024-04-11,11:04:33,75,km,3.0,Ml
27 km al E de Pica,-20.393 ,-69.091,2024-04-11,03:02:47,2024-04-11,07:02:47,107,km,4.0,Ml
67 km al E de Quillagua,-21.798 ,-68.901,2024-04-11,02:29:25,2024-04-11,06:29:25,117,km,4.0,Ml
61 km al NO de Quillagua,-21.263 ,-69.943,2024-04-11,00:01:03,2024-04-11,04:01:03,51,km,4.5,Mw
64 km al SE de Tierra Amarilla,-27.888 ,-69.808,2024-04-10,21:30:51,2024-04-11,01:30:51,112,km,3.1,Ml
56 km al O de La Ligua,-32.425 ,-71.827,2024-04-10,21:20:27,2024-04-11,01:20:27,20,km,2.8,Ml
